Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-13T15:15:29,environment,1.00,Normal,-0.92,71.12,347.73,465.25,595.17,406.39,0.00,RPB1,-340.24,132.07,30.06,32.25,24.11,-1.57,6.10,4.00,3.58,2.13,4.40,2.89,1.13
2025-08-13T15:15:30,environment,1.00,Normal,-0.92,71.08,359.09,303.49,449.73,563.43,667.83,RPB1,-353.36,134.74,35.60,25.95,24.52,1.79,7.38,4.69,3.93,5.08,4.29,1.95,3.34
2025-08-13T15:15:31,environment,1.00,Normal,-0.92,59.84,360.70,442.14,532.98,310.00,623.53,RPB1,-377.61,142.62,39.68,23.73,22.60,2.54,11.18,5.72,3.05,5.65,5.17,1.61,2.94
2025-08-13T15:15:32,environment,1.00,Normal,-0.92,59.98,352.54,437.76,519.39,608.30,0.00,RPB1,-380.16,142.72,41.31,24.35,22.23,2.03,11.06,6.10,2.94,4.26,4.64,0.80,2.74
2025-08-13T15:15:33,environment,1.00,Normal,-0.92,59.91,350.72,446.49,509.20,600.05,294.48,RPB1,-379.44,141.44,40.45,25.86,23.10,2.77,10.73,3.92,2.67,4.84,5.11,1.07,1.53
2025-08-13T15:15:34,environment,1.00,Normal,-0.92,59.62,355.88,723.37,302.70,827.71,450.44,RPB1,-380.83,140.37,41.79,25.03,22.06,4.00,10.51,4.33,3.10,5.02,6.02,0.86,1.06
2025-08-13T15:15:35,environment,1.00,Normal,-0.92,60.16,360.43,309.32,457.99,512.16,564.24,RPB1,-378.13,141.54,41.66,24.92,22.22,3.34,9.29,4.66,4.27,4.55,6.29,1.86,2.02
2025-08-13T15:15:36,environment,1.00,Normal,-0.92,60.15,552.51,326.35,656.58,711.11,442.44,RPB1,-367.67,140.26,35.32,24.43,21.73,3.97,11.67,4.31,2.05,5.52,7.18,1.79,1.98
2025-08-13T15:15:37,environment,1.00,Normal,-0.92,59.45,309.62,424.10,513.17,359.77,688.65,RPB1,-375.19,139.67,37.26,23.02,21.80,4.00,12.56,6.11,2.09,4.92,6.95,0.24,0.26
2025-08-13T15:15:38,environment,1.00,Normal,-0.92,59.74,319.71,551.93,430.91,497.63,639.89,RPB1,-380.41,140.35,41.36,25.68,24.69,2.86,9.41,6.74,3.90,2.79,5.23,0.14,0.34
