Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-20T10:54:28,environment,1.00,Normal,-0.91,81.94,406.49,315.20,471.32,676.22,522.02,IPC1,-65.49,84.80,3.56,22.48,12.62,2.24,-2.01,-2.28,-2.91,-10.92,2.58,0.35,-3.16
2025-08-20T10:54:29,environment,1.00,Normal,-0.91,81.89,359.03,505.69,304.05,423.61,2152.66,IPC1,-66.01,84.38,4.09,22.71,12.55,2.39,-2.37,-1.77,-3.22,-11.12,2.28,0.55,-3.28
2025-08-20T10:54:30,environment,1.00,Normal,-0.90,79.94,358.27,305.50,463.18,540.72,-65.13,IPC1,-70.42,88.36,4.24,22.54,12.51,1.97,-1.47,-1.85,-2.57,-10.80,2.34,0.27,-4.51
2025-08-20T10:54:31,environment,1.00,Normal,-0.91,82.52,359.57,505.82,426.77,723.79,0.00,IPC1,-61.88,82.85,4.10,22.76,12.57,2.39,-1.24,-3.03,-4.43,-10.43,2.19,-1.96,-4.84
2025-08-20T10:54:32,environment,1.00,Normal,-0.92,82.92,361.39,432.60,506.28,273.17,720.24,IPC1,-56.57,76.57,5.07,23.60,12.06,3.54,-3.34,-3.38,-7.38,-8.48,2.61,-4.22,-0.98
2025-08-20T10:54:33,environment,1.00,Normal,-0.92,80.94,358.98,424.63,541.31,481.63,637.79,IPC1,-62.61,81.77,6.38,24.15,12.38,2.88,-4.05,-2.10,-7.55,-8.13,1.51,-2.34,1.73
2025-08-20T10:54:34,environment,1.00,Normal,-0.92,80.59,363.90,436.49,511.65,573.27,304.66,IPC1,-66.29,86.12,6.62,24.51,13.78,1.81,-3.80,-1.99,-6.75,-9.25,1.13,0.20,1.18
2025-08-20T10:54:35,environment,1.00,Normal,-0.92,80.58,359.02,525.33,301.78,428.37,621.13,IPC1,-66.17,85.57,6.57,24.16,13.35,1.61,-4.16,-2.77,-7.14,-9.76,0.97,-0.98,0.44
2025-08-20T10:54:36,environment,1.00,Normal,-0.92,80.34,357.36,474.96,-734.11,419.77,913.79,IPC1,-65.98,84.85,6.49,24.10,12.60,0.97,-5.34,-2.33,-6.36,-9.21,1.31,-1.43,0.75
2025-08-20T10:54:37,environment,1.00,Normal,-0.92,80.32,358.88,506.82,445.55,304.98,570.15,IPC1,-66.34,85.58,6.33,24.05,13.00,1.43,-4.63,-1.65,-6.52,-8.72,0.76,-1.74,0.48
