Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-20T10:43:38,elevator,0.81,Normal,-0.92,75.22,1970.49,359.90,2310.96,2163.68,3941.20,IPC1,-68.28,48.84,-2.36,25.22,10.69,2.76,-3.25,2.48,4.09,-6.87,-9.51,1.06,-2.66
2025-08-20T10:43:39,elevator,0.94,Normal,-0.92,75.17,1972.38,354.20,2155.13,3944.18,5916.70,IPC1,-69.12,48.46,-2.55,25.50,10.75,3.38,-2.88,2.12,4.30,-6.65,-9.59,0.09,-2.20
2025-08-20T10:43:40,elevator,0.99,Normal,-0.92,75.21,1972.69,2066.37,2258.83,2165.35,5916.43,IPC1,-68.85,48.30,-3.34,24.31,9.73,3.16,-2.60,1.58,3.96,-7.21,-10.52,0.22,-1.56
2025-08-20T10:43:41,elevator,0.99,Normal,-0.92,75.11,1972.69,2164.40,2259.97,3945.68,5918.72,IPC1,-68.47,47.95,-3.32,24.38,9.29,2.92,-2.41,1.57,4.82,-6.43,-10.29,1.23,-1.02
2025-08-20T10:43:42,elevator,0.98,Normal,-0.92,75.33,1972.96,2166.92,358.50,3946.01,2260.26,IPC1,-68.51,48.69,-2.40,25.58,10.04,2.86,-2.71,1.38,4.12,-6.96,-11.15,0.94,-1.15
2025-08-20T10:43:43,elevator,0.93,Normal,-0.92,75.47,1973.64,2169.43,2258.75,377.10,5921.47,IPC1,-67.71,49.99,-2.56,25.74,10.61,3.80,-2.50,0.85,3.25,-6.58,-10.56,0.68,-1.46
2025-08-20T10:43:44,elevator,0.99,Normal,-0.92,75.34,1974.48,349.99,2160.89,2260.46,3949.22,IPC1,-68.01,49.43,-1.93,25.32,10.27,4.10,-2.35,1.27,3.62,-6.70,-10.89,-0.32,-2.29
2025-08-20T10:43:45,elevator,1.00,Normal,-0.92,75.09,1973.22,360.53,2149.23,2261.08,5919.70,IPC1,-69.47,48.17,-2.20,23.89,9.40,3.28,-2.72,1.92,3.73,-6.43,-10.81,-0.73,-2.79
2025-08-20T10:43:46,elevator,0.78,Normal,-0.92,74.51,1972.75,2258.30,3944.77,2158.00,341.88,IPC1,-76.30,52.63,-0.80,21.85,10.29,2.78,-3.68,2.31,3.92,-6.84,-8.61,0.26,-3.66
2025-08-20T10:43:47,environment,0.66,Normal,-0.92,74.71,1972.83,2258.24,360.86,2156.29,5918.42,IPC1,-77.94,55.73,0.12,22.30,11.33,1.92,-3.80,1.66,4.34,-7.84,-8.61,0.07,-3.46
