Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-20T10:56:49,environment,1.00,Normal,-0.90,76.00,704.65,843.49,322.77,507.32,396.17,IPC1,-86.27,74.57,9.19,18.18,8.25,-1.76,-4.36,-0.15,-3.23,-8.47,-0.62,0.73,-3.69
2025-08-20T10:56:50,environment,1.00,Normal,-0.91,75.81,359.62,505.75,695.74,418.91,616.23,IPC1,-84.15,72.40,7.94,18.39,8.03,-1.06,-4.15,0.75,-3.52,-8.97,-1.53,1.50,-3.38
2025-08-20T10:56:51,environment,1.00,Normal,-0.91,75.49,352.53,1970.65,508.42,2257.39,433.56,IPC1,-84.27,71.83,8.33,17.92,7.40,-0.65,-3.44,0.95,-3.24,-9.54,-1.38,2.43,-3.16
2025-08-20T10:56:52,environment,1.00,Normal,-0.91,75.42,505.72,319.24,374.32,591.90,1972.71,IPC1,-85.34,71.76,8.12,18.93,8.79,-0.44,-2.47,0.88,-3.06,-9.09,-2.18,1.44,-2.59
2025-08-20T10:56:53,environment,1.00,Normal,-0.89,75.41,355.18,505.31,302.38,2258.10,1972.28,IPC1,-84.60,73.46,6.57,17.74,8.08,-1.32,-2.68,0.54,-2.59,-6.02,-0.53,0.17,-3.48
2025-08-20T10:56:54,environment,1.00,Normal,-0.85,75.71,505.94,360.59,302.04,721.81,414.00,IPC1,-85.91,75.41,7.42,16.43,7.47,-0.23,-2.72,-0.19,-3.13,-5.80,2.01,0.20,-3.73
2025-08-20T10:56:55,environment,1.00,Normal,-0.89,75.33,505.59,357.74,575.86,911.45,718.59,IPC1,-87.92,73.89,7.88,17.58,8.19,0.90,-2.73,-0.49,-4.22,-7.93,1.05,1.19,-3.85
2025-08-20T10:56:56,environment,1.00,Normal,-0.92,75.30,360.24,2161.75,523.38,720.36,433.14,IPC1,-86.86,72.23,7.05,18.02,6.94,0.69,-3.42,0.02,-6.09,-8.03,-1.87,2.57,-4.49
2025-08-20T10:56:57,environment,1.00,Normal,-0.92,75.85,359.39,505.29,1970.71,297.97,411.07,IPC1,-83.77,72.97,6.53,18.68,7.44,0.09,-4.06,0.72,-7.28,-6.27,-2.88,3.88,-4.90
2025-08-20T10:56:58,environment,1.00,Normal,-0.92,75.66,357.31,499.07,568.72,408.18,1969.87,IPC1,-79.93,71.13,4.83,18.56,7.57,-0.09,-2.71,2.45,-7.90,-5.64,-2.92,3.32,-5.00
