Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-20T10:52:13,environment,1.00,Normal,-0.92,81.24,2159.50,505.66,374.44,440.36,2260.38,IPC1,-33.88,58.03,9.66,10.52,8.41,-6.57,-17.86,-3.14,5.19,-7.71,-0.69,1.98,-7.27
2025-08-20T10:52:14,environment,1.00,Normal,-0.92,81.79,783.34,2160.14,679.03,546.44,358.08,IPC1,-31.20,57.24,8.21,11.21,10.50,-7.02,-19.27,-5.12,4.23,-6.55,1.11,2.27,-8.05
2025-08-20T10:52:15,environment,1.00,Normal,-0.92,80.88,471.33,522.95,2167.19,310.62,652.22,IPC1,-37.81,55.93,9.20,16.58,12.96,-7.27,-21.01,-6.48,3.57,-7.98,-0.77,2.31,-5.99
2025-08-20T10:52:16,environment,1.00,Normal,-0.92,82.36,2160.09,482.65,359.60,1069.80,420.65,IPC1,-45.35,52.85,10.57,18.77,14.24,-3.99,-18.42,-4.55,4.53,-9.79,-3.00,2.49,-5.20
2025-08-20T10:52:17,environment,1.00,Normal,-0.92,82.24,656.15,491.98,358.53,2157.41,2264.23,IPC1,-46.86,55.81,11.39,17.35,14.19,-2.02,-16.30,-3.73,3.70,-10.30,-2.45,2.65,-5.34
2025-08-20T10:52:18,environment,1.00,Normal,-0.92,83.43,344.86,517.34,685.25,2153.26,399.85,IPC1,-42.14,57.89,7.95,13.31,10.77,-2.34,-14.96,-3.31,3.61,-9.14,-2.66,1.39,-5.72
2025-08-20T10:52:19,environment,1.00,Normal,-0.92,81.99,2163.83,1970.79,356.85,2287.23,304.53,IPC1,-43.13,54.22,6.46,12.71,10.62,-2.29,-15.81,-3.28,4.87,-9.24,-3.73,1.74,-5.54
2025-08-20T10:52:20,environment,1.00,Normal,-0.92,80.63,2152.74,358.61,439.13,2260.79,891.14,IPC1,-46.20,53.28,9.44,15.54,13.56,-2.55,-17.91,-3.83,4.41,-10.64,-4.09,2.17,-6.39
2025-08-20T10:52:21,environment,1.00,Normal,-0.92,80.92,358.47,2158.62,430.55,2261.75,576.14,IPC1,-46.69,53.31,10.23,17.00,14.55,-2.57,-18.06,-3.46,4.90,-9.76,-4.48,1.33,-6.70
2025-08-20T10:52:22,environment,1.00,Normal,-0.92,80.34,2143.99,356.12,848.89,759.07,1970.34,IPC1,-48.16,49.57,9.57,17.54,15.67,-1.44,-17.12,-3.28,5.05,-9.48,-4.61,1.29,-6.13
