Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-20T10:43:16,elevator,0.99,Normal,-0.92,75.84,1972.15,3943.44,2160.65,2260.36,339.61,IPC1,-68.45,48.81,-0.44,24.05,8.29,2.38,-2.28,1.24,3.98,-5.72,-8.80,0.91,-2.14
2025-08-20T10:43:17,elevator,0.99,Normal,-0.92,75.93,1972.57,360.38,1901.30,2256.95,2163.80,IPC1,-67.30,48.58,-2.63,23.84,8.31,2.56,-2.80,0.53,3.47,-6.33,-9.05,0.66,-1.53
2025-08-20T10:43:18,elevator,0.99,Normal,-0.92,75.10,1972.64,354.73,2152.39,2258.44,478.97,IPC1,-70.48,49.54,-3.44,25.11,8.90,1.88,-3.79,1.29,3.88,-7.05,-10.09,-0.11,-1.66
2025-08-20T10:43:19,elevator,1.00,Normal,-0.92,75.13,1973.16,2161.19,2257.03,306.84,387.29,IPC1,-69.96,49.41,-2.83,24.82,8.68,2.47,-3.04,2.10,4.75,-6.57,-9.71,-0.16,-1.99
2025-08-20T10:43:20,elevator,0.99,Normal,-0.92,75.08,1972.30,2161.82,2256.39,5915.82,479.15,IPC1,-69.51,49.48,-1.70,25.20,8.31,2.75,-3.17,1.27,4.40,-6.40,-8.97,0.50,-2.04
2025-08-20T10:43:21,elevator,0.99,Normal,-0.92,75.30,1973.06,2164.39,2258.14,479.40,5919.06,IPC1,-69.45,48.88,-0.98,26.14,8.93,3.02,-3.56,0.21,3.31,-6.87,-10.85,-0.78,-2.43
2025-08-20T10:43:22,elevator,1.00,Normal,-0.92,75.26,1970.94,2259.73,355.21,479.14,5913.51,IPC1,-70.07,49.39,-0.77,26.01,9.05,3.09,-2.56,1.38,3.44,-6.63,-10.63,-1.24,-2.42
2025-08-20T10:43:23,elevator,0.98,Normal,-0.92,75.06,1973.39,2156.94,357.62,3946.24,5919.81,IPC1,-70.36,50.22,-0.57,26.05,9.34,2.38,-2.76,1.34,3.51,-6.49,-9.59,-0.40,-2.06
2025-08-20T10:43:24,elevator,0.99,Normal,-0.92,75.17,1972.10,2258.54,357.51,3943.28,2162.42,IPC1,-70.04,50.04,-0.95,25.76,9.45,2.79,-2.88,1.26,4.22,-6.78,-10.56,-0.04,-1.90
2025-08-20T10:43:25,elevator,0.98,Normal,-0.92,75.15,1972.51,359.18,2258.68,3945.20,2160.22,IPC1,-70.53,49.48,-1.23,25.26,8.90,2.31,-3.67,0.77,3.75,-6.72,-11.16,0.43,-2.47
