Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-13T15:12:15,environment,1.00,Normal,-0.92,67.52,578.77,453.72,357.12,713.05,302.61,RPB1,-334.87,138.11,27.65,25.16,20.28,-2.66,2.24,7.08,3.65,3.05,6.80,3.13,2.30
2025-08-13T15:12:16,environment,1.00,Normal,-0.92,67.51,355.72,619.31,441.48,540.21,300.45,RPB1,-330.46,140.17,21.57,22.08,20.30,-0.53,7.15,1.62,1.63,6.37,8.46,3.13,-0.20
2025-08-13T15:12:17,environment,0.96,Normal,-0.92,60.88,552.04,443.19,661.97,353.21,268.96,RPB1,-341.71,146.94,23.24,21.80,18.21,-0.62,11.82,1.21,1.45,7.89,7.62,2.63,0.25
2025-08-13T15:12:18,environment,1.00,Normal,-0.92,60.49,438.43,352.55,581.23,298.84,0.00,RPB1,-363.57,138.40,38.12,23.91,22.57,3.89,9.77,5.30,4.81,5.87,5.46,2.18,0.66
2025-08-13T15:12:19,environment,1.00,Normal,-0.92,60.11,323.68,450.88,389.57,508.02,559.80,RPB1,-369.47,129.50,46.19,22.91,24.61,6.52,8.17,5.97,4.07,4.63,7.10,3.16,0.05
2025-08-13T15:12:20,environment,1.00,Normal,-0.92,59.94,357.44,460.22,104.92,605.62,551.13,RPB1,-373.89,128.80,48.36,25.37,24.37,5.07,8.05,5.98,3.91,4.15,6.60,1.18,3.05
2025-08-13T15:12:21,environment,1.00,Normal,-0.92,60.57,324.95,392.58,607.64,478.02,539.97,RPB1,-364.23,130.67,42.54,29.33,23.14,3.67,8.92,5.61,4.13,2.74,6.89,1.20,3.60
2025-08-13T15:12:22,environment,1.00,Normal,-0.92,62.61,469.98,336.71,412.35,1193.29,871.48,RPB1,-338.76,133.58,32.38,27.16,22.44,0.65,7.80,1.30,3.56,2.21,6.09,1.07,1.61
2025-08-13T15:12:23,environment,1.00,Normal,-0.92,67.94,342.02,610.53,497.90,445.26,672.82,RPB1,-314.89,138.23,26.28,26.70,21.03,-6.14,8.15,-6.48,2.29,1.00,-0.84,0.75,0.06
2025-08-13T15:12:24,environment,1.00,Normal,-0.92,68.22,419.51,629.24,357.56,476.57,0.00,RPB1,-324.80,143.60,29.92,22.21,18.27,-4.01,11.07,-3.84,0.84,1.64,0.03,1.47,-0.23
