Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-20T10:55:33,environment,1.00,Normal,-0.92,82.50,333.96,384.31,540.94,487.59,0.00,IPC1,-75.06,82.99,13.03,26.56,10.57,-0.10,-5.86,-4.24,-3.03,-5.75,-3.99,-0.70,-0.79
2025-08-20T10:55:34,environment,1.00,Normal,-0.92,76.65,358.30,2153.52,505.84,306.04,1973.20,IPC1,-80.97,59.23,13.93,22.65,14.84,4.58,-3.22,-2.19,0.13,-5.33,-2.91,1.98,-0.94
2025-08-20T10:55:35,environment,1.00,Normal,-0.92,75.25,362.92,2144.39,538.40,2257.88,464.95,IPC1,-89.14,62.15,16.22,21.85,13.34,2.22,-1.72,-1.67,-2.31,-4.81,0.48,1.46,-1.92
2025-08-20T10:55:36,environment,1.00,Normal,-0.92,75.23,2152.81,540.72,363.50,478.71,592.31,IPC1,-92.62,67.45,16.10,19.53,14.25,2.22,-2.58,-2.29,-5.47,-5.17,0.22,1.44,-3.69
2025-08-20T10:55:37,environment,1.00,Normal,-0.92,75.20,357.89,2140.59,511.28,460.18,572.18,IPC1,-91.71,65.41,16.90,19.03,13.67,1.72,-2.66,-2.40,-5.44,-4.58,-1.22,1.54,-4.47
2025-08-20T10:55:38,environment,1.00,Normal,-0.92,74.55,358.37,2134.15,504.13,2198.18,554.61,IPC1,-90.69,57.45,16.91,22.58,9.15,3.98,-1.58,0.12,-5.85,-2.15,-1.64,3.43,-3.66
2025-08-20T10:55:39,environment,0.99,Normal,-0.92,74.50,479.28,347.54,1972.52,7889.89,5916.70,IPC1,-89.08,53.66,14.38,25.62,8.41,6.37,-2.09,3.30,-4.73,-2.07,-4.67,3.65,-4.43
2025-08-20T10:55:40,environment,1.00,Normal,-0.92,75.05,353.11,2256.57,1967.61,2144.55,7872.74,IPC1,-96.89,67.25,13.95,23.72,10.09,3.33,-2.72,2.95,-3.47,-3.81,-4.31,1.11,-5.60
2025-08-20T10:55:41,environment,1.00,Normal,-0.92,75.06,361.26,721.17,479.17,303.40,415.75,IPC1,-103.90,76.39,13.22,22.30,12.35,1.21,-2.22,0.88,-3.01,-4.14,-1.62,-0.18,-4.25
2025-08-20T10:55:42,environment,1.00,Normal,-0.92,74.53,334.28,522.26,392.62,2159.01,463.43,IPC1,-101.03,71.85,12.08,22.86,14.80,-0.03,-3.09,0.79,-2.42,-3.08,-2.30,0.86,-2.50
