Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3
2025-08-03T21:59:11,gripper,NORMAL,43.9,100.0,143.0,47.5
2025-08-03T21:59:13,environment,NORMAL,44.7,100.0,143.0,38.5
2025-08-03T21:59:14,elevator,NORMAL,44.6,143.0,100.0,38.5
2025-08-03T21:59:15,elevator,NORMAL,43.5,143.0,100.0,72.5
2025-08-03T21:59:16,elevator,NORMAL,43.5,47.5,143.0,100.0
2025-08-03T21:59:17,elevator,NORMAL,44.3,47.5,48.0,100.0
2025-08-03T21:59:18,elevator,NORMAL,44.9,47.5,100.0,143.0
2025-08-03T21:59:19,environment,NORMAL,45.4,47.5,48.0,143.0
2025-08-03T21:59:20,elevator,NORMAL,45.2,47.5,48.0,143.0
2025-08-03T21:59:21,environment,NORMAL,44.6,47.5,143.0,48.0
2025-08-03T21:59:22,elevator,NORMAL,44.9,47.5,48.0,143.0
2025-08-03T21:59:23,elevator,NORMAL,46.2,100.0,143.0,47.5
2025-08-03T21:59:24,elevator,ANOMALY,45.9,100.0,143.0,31.0
2025-08-03T21:59:25,shuttle,ANOMALY,45.8,100.5,48.0,143.0
2025-08-03T21:59:26,gripper,ANOMALY,45.7,100.0,143.0,73.0
2025-08-03T21:59:27,gripper,NORMAL,44.2,143.0,100.0,47.5
2025-08-03T21:59:28,elevator,NORMAL,44.5,143.0,47.5,100.0
2025-08-03T21:59:29,elevator,NORMAL,45.6,47.5,100.0,48.0
2025-08-03T21:59:30,elevator,ANOMALY,46.8,47.5,143.0,100.0
2025-08-03T21:59:31,gripper,ANOMALY,48.1,47.5,48.0,143.0
2025-08-03T21:59:32,elevator,ANOMALY,48.3,47.5,48.0,143.0
2025-08-03T21:59:33,elevator,ANOMALY,46.8,47.5,143.0,48.0
2025-08-03T21:59:34,gripper,ANOMALY,49.6,47.5,48.0,26.0
2025-08-03T21:59:35,gripper,ANOMALY,50.1,47.5,50.0,51.0
2025-08-03T21:59:36,environment,ANOMALY,47.6,47.5,143.0,100.0
2025-08-03T21:59:37,gripper,ANOMALY,47.5,47.5,48.0,143.0
2025-08-03T21:59:38,gripper,ANOMALY,47.4,47.5,143.0,100.0
2025-08-03T21:59:39,shuttle,ANOMALY,48.1,47.5,143.0,48.0
2025-08-03T21:59:40,gripper,ANOMALY,47.6,47.5,143.0,48.0
2025-08-03T21:59:41,shuttle,ANOMALY,53.3,47.5,100.0,95.0
2025-08-03T21:59:42,elevator,ANOMALY,53.5,47.5,75.5,95.5
2025-08-03T21:59:43,elevator,ANOMALY,47.1,47.5,143.0,48.0
2025-08-03T21:59:44,elevator,ANOMALY,50.6,47.5,143.0,48.5
2025-08-03T21:59:45,elevator,ANOMALY,50.7,48.0,143.0,35.0
2025-08-03T21:59:46,gripper,ANOMALY,47.6,47.5,48.0,142.5
2025-08-03T21:59:47,gripper,ANOMALY,47.6,143.0,47.5,100.0
2025-08-03T21:59:48,gripper,ANOMALY,46.4,143.0,47.5,100.0
2025-08-03T21:59:49,shuttle,ANOMALY,46.9,47.5,143.0,100.0
2025-08-03T21:59:50,shuttle,ANOMALY,46.4,100.0,143.0,47.5
2025-08-03T21:59:51,gripper,ANOMALY,45.6,143.0,100.0,72.5
2025-08-03T21:59:52,gripper,ANOMALY,46.2,143.0,100.0,200.0
2025-08-03T21:59:53,gripper,ANOMALY,45.8,100.0,143.0,200.0
2025-08-03T21:59:54,elevator,ANOMALY,45.3,143.0,100.0,200.0
2025-08-03T21:59:55,elevator,ANOMALY,45.8,143.0,100.0,200.0
2025-08-03T21:59:56,gripper,ANOMALY,45.1,100.0,143.0,200.0
2025-08-03T21:59:57,elevator,NORMAL,44.4,143.0,100.0,47.5
2025-08-03T21:59:59,gripper,ANOMALY,44.3,47.5,143.0,100.0
2025-08-03T22:00:00,gripper,ANOMALY,45.1,47.5,48.0,143.5
2025-08-03T22:00:01,environment,ANOMALY,64.0,48.0,143.0,142.5
2025-08-03T22:00:02,gripper,ANOMALY,64.1,48.0,142.5,47.0
2025-08-03T22:00:03,gripper,ANOMALY,47.9,47.5,48.0,143.0
2025-08-03T22:00:04,shuttle,ANOMALY,47.1,47.5,48.0,100.0
2025-08-03T22:00:05,elevator,ANOMALY,47.3,47.5,48.0,100.0
2025-08-03T22:00:06,elevator,ANOMALY,47.0,47.5,48.0,100.0
2025-08-03T22:00:07,elevator,ANOMALY,47.1,47.5,48.0,143.0
2025-08-03T22:00:08,elevator,ANOMALY,47.1,47.5,48.0,100.0
2025-08-03T22:00:09,gripper,ANOMALY,46.8,47.5,100.0,48.0
2025-08-03T22:00:10,gripper,ANOMALY,46.4,48.0,47.5,143.0
2025-08-03T22:00:11,gripper,ANOMALY,46.7,47.5,100.0,143.0
2025-08-03T22:00:12,shuttle,ANOMALY,46.9,602.0,47.5,100.0
2025-08-03T22:00:13,shuttle,ANOMALY,46.0,100.0,143.0,48.0
2025-08-03T22:00:14,elevator,ANOMALY,44.4,143.0,100.0,143.5
2025-08-03T22:00:15,environment,NORMAL,43.5,100.0,143.0,200.0
2025-08-03T22:00:16,gripper,ANOMALY,45.3,143.5,100.5,300.0
2025-08-03T22:00:17,gripper,ANOMALY,45.6,143.0,100.0,48.0
2025-08-03T22:00:18,elevator,NORMAL,44.0,47.5,143.0,100.0
2025-08-03T22:00:19,elevator,NORMAL,44.0,47.5,48.0,100.0
2025-08-03T22:00:20,gripper,NORMAL,66.2,100.5,100.0,101.5
2025-08-03T22:00:21,elevator,NORMAL,67.3,95.5,100.5,47.5
2025-08-03T22:00:22,gripper,NORMAL,65.7,47.0,143.0,35.5
2025-08-03T22:00:23,elevator,NORMAL,64.1,47.5,47.0,32.0
2025-08-03T22:00:24,gripper,NORMAL,65.8,48.0,482.5,484.0
2025-08-03T22:00:26,gripper,NORMAL,65.8,48.0,485.5,483.0
2025-08-03T22:00:27,shuttle,ANOMALY,47.6,48.0,47.0,143.0
2025-08-03T22:00:28,gripper,NORMAL,64.8,100.0,48.0,100.5
2025-08-03T22:00:29,elevator,NORMAL,64.8,47.5,100.0,424.5
2025-08-03T22:00:30,gripper,NORMAL,65.2,48.0,348.5,356.0
2025-08-03T22:00:31,environment,NORMAL,69.0,48.0,342.0,346.0
2025-08-03T22:00:32,environment,NORMAL,68.2,48.0,142.5,338.5
2025-08-03T22:00:33,elevator,NORMAL,65.0,48.0,300.0,304.0
2025-08-03T22:00:34,gripper,NORMAL,60.8,47.5,143.0,48.0
2025-08-03T22:00:35,elevator,ANOMALY,45.9,143.0,47.5,100.0
2025-08-03T22:00:36,elevator,NORMAL,43.8,143.0,100.0,47.5
2025-08-03T22:00:37,elevator,NORMAL,43.7,100.0,143.0,47.5
2025-08-03T22:00:38,gripper,NORMAL,44.0,143.0,100.0,48.0
2025-08-03T22:00:39,gripper,ANOMALY,45.6,143.5,300.0,100.0
2025-08-03T22:00:40,gripper,ANOMALY,45.5,100.0,143.0,73.5
2025-08-03T22:00:41,elevator,NORMAL,44.7,100.0,143.0,200.0
2025-08-03T22:00:42,gripper,NORMAL,45.2,100.0,143.0,48.0
2025-08-03T22:00:43,elevator,NORMAL,44.6,100.0,143.0,48.0
2025-08-03T22:00:44,elevator,NORMAL,44.4,47.5,100.0,143.0
2025-08-03T22:00:45,gripper,NORMAL,45.1,47.5,48.0,100.0
2025-08-03T22:00:46,gripper,NORMAL,45.2,47.5,48.0,100.0
2025-08-03T22:00:48,environment,NORMAL,66.2,4.5,3.5,0.5
2025-08-03T22:00:49,shuttle,NORMAL,66.2,1.0,0.0,2.0
2025-08-03T22:00:50,elevator,NORMAL,44.9,47.5,48.0,143.0
2025-08-03T22:00:51,elevator,NORMAL,45.2,47.5,48.0,100.0
2025-08-03T22:00:52,gripper,ANOMALY,47.1,48.0,47.0,143.0
2025-08-03T22:00:53,gripper,NORMAL,65.6,47.5,48.0,384.5
2025-08-03T22:00:54,elevator,NORMAL,65.6,48.0,389.0,396.0
2025-08-03T22:00:55,gripper,ANOMALY,48.2,48.0,47.5,143.5
2025-08-03T22:00:56,gripper,ANOMALY,47.1,47.5,143.0,48.0
2025-08-03T22:00:57,gripper,NORMAL,65.2,48.0,819.0,825.5
2025-08-03T22:00:58,elevator,NORMAL,68.7,46.5,45.5,39.5
2025-08-03T22:00:59,gripper,NORMAL,68.2,32.0,37.0,31.0
2025-08-03T22:01:00,elevator,NORMAL,63.9,48.0,431.0,428.5
2025-08-03T22:01:01,gripper,ANOMALY,46.6,47.5,143.0,100.0
2025-08-03T22:01:02,environment,NORMAL,45.8,47.5,143.0,100.0
2025-08-03T22:01:03,gripper,NORMAL,62.2,143.5,70.0,47.0
2025-08-03T22:01:04,environment,NORMAL,62.2,143.0,100.5,314.0
2025-08-03T22:01:06,environment,NORMAL,66.2,343.5,341.5,346.0
2025-08-03T22:01:07,environment,NORMAL,68.3,359.0,360.0,362.0
2025-08-03T22:01:08,elevator,NORMAL,64.3,20.5,6.5,7.5
2025-08-03T22:01:09,gripper,NORMAL,63.9,48.0,148.5,125.5
2025-08-03T22:01:10,elevator,NORMAL,66.8,152.0,154.0,153.0
2025-08-03T22:01:11,gripper,NORMAL,63.7,143.0,1038.0,1029.0
2025-08-03T22:01:12,elevator,NORMAL,60.5,48.0,125.0,99.5
2025-08-03T22:01:13,elevator,NORMAL,60.5,95.5,226.5,143.5
2025-08-03T22:01:14,elevator,NORMAL,59.7,48.0,143.5,531.5
2025-08-03T22:01:15,elevator,NORMAL,59.6,48.5,100.0,143.0
2025-08-03T22:01:16,environment,NORMAL,44.1,100.0,48.5,143.0
