Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3
2025-08-03T22:02:12,environment,ANOMALY,45.8,48.0,100.0,47.5
2025-08-03T22:02:13,shuttle,ANOMALY,46.1,47.5,100.0,48.5
2025-08-03T22:02:14,mast,ANOMALY,46.1,48.0,47.5,100.0
2025-08-03T22:02:15,gripper,ANOMALY,45.6,47.5,100.0,200.0
2025-08-03T22:02:16,gripper,ANOMALY,45.3,100.0,48.0,47.5
2025-08-03T22:02:17,shuttle,ANOMALY,45.4,100.0,47.5,48.5
2025-08-03T22:02:18,environment,ANOMALY,45.5,100.0,48.0,47.5
2025-08-03T22:02:19,gripper,ANOMALY,45.2,47.5,100.0,48.5
2025-08-03T22:02:20,environment,ANOMALY,45.5,47.5,48.0,100.0
2025-08-03T22:02:21,environment,ANOMALY,45.5,47.5,100.0,48.0
2025-08-03T22:02:22,environment,ANOMALY,45.2,47.5,100.0,48.0
2025-08-03T22:02:23,shuttle,ANOMALY,45.2,100.0,47.5,48.0
2025-08-03T22:02:24,environment,ANOMALY,45.7,49.0,47.5,100.0
2025-08-03T22:02:25,environment,ANOMALY,45.6,48.0,49.0,47.5
2025-08-03T22:02:26,environment,ANOMALY,45.1,48.5,100.0,47.5
2025-08-03T22:02:27,environment,ANOMALY,45.8,48.0,48.5,100.0
2025-08-03T22:02:28,environment,ANOMALY,45.8,48.5,47.5,48.0
2025-08-03T22:02:29,environment,ANOMALY,45.4,47.5,48.0,100.0
2025-08-03T22:02:30,elevator,ANOMALY,45.6,48.0,100.0,47.5
2025-08-03T22:02:31,gripper,ANOMALY,45.1,100.0,48.5,47.5
2025-08-03T22:02:32,shuttle,ANOMALY,44.7,48.0,100.0,47.5
2025-08-03T22:02:33,elevator,ANOMALY,44.5,48.0,100.0,47.5
2025-08-03T22:02:34,gripper,ANOMALY,45.5,47.5,48.5,100.0
2025-08-03T22:02:35,gripper,ANOMALY,46.2,48.0,100.0,47.5
2025-08-03T22:02:36,gripper,ANOMALY,45.5,47.5,100.0,200.0
2025-08-03T22:02:37,gripper,ANOMALY,45.6,48.0,100.0,47.5
2025-08-03T22:02:38,gripper,ANOMALY,46.5,100.0,48.0,47.5
2025-08-03T22:02:39,elevator,ANOMALY,48.0,100.0,47.5,73.0
2025-08-03T22:02:40,environment,ANOMALY,47.2,100.0,48.0,47.5
2025-08-03T22:02:41,elevator,ANOMALY,44.6,47.5,100.0,200.0
2025-08-03T22:02:42,elevator,ANOMALY,44.9,47.5,100.0,48.0
2025-08-03T22:02:43,environment,ANOMALY,44.5,100.0,47.5,200.0
2025-08-03T22:02:44,elevator,NORMAL,44.4,48.0,100.0,200.0
2025-08-03T22:02:46,elevator,NORMAL,44.4,100.0,47.5,48.5
2025-08-03T22:02:47,gripper,NORMAL,44.1,48.0,100.0,47.5
2025-08-03T22:02:48,elevator,ANOMALY,44.0,47.5,100.0,200.0
2025-08-03T22:02:49,gripper,ANOMALY,45.3,48.0,47.5,200.0
2025-08-03T22:02:50,elevator,ANOMALY,45.1,47.5,100.0,48.0
2025-08-03T22:02:51,elevator,NORMAL,44.1,100.0,47.5,200.0
2025-08-03T22:02:52,gripper,NORMAL,60.7,100.5,81.0,100.0
2025-08-03T22:02:53,environment,NORMAL,60.7,100.0,81.0,76.5
2025-08-03T22:02:54,gripper,NORMAL,43.3,48.0,100.0,200.0
2025-08-03T22:02:55,elevator,NORMAL,43.3,47.5,100.0,200.0
2025-08-03T22:02:56,gripper,NORMAL,43.3,47.5,100.0,48.0
2025-08-03T22:02:57,elevator,NORMAL,43.4,47.5,100.0,200.0
