x,y,label,group
-29.54155,-24.685904,0,mast_20250819_093034_253
-30.319347,-21.346117,0,mast_20250819_093035_248
-42.78504,1.7409097,0,mast_20250819_093036_252
-51.726597,-3.9713733,0,mast_20250819_093037_232
-40.408363,-35.026615,0,mast_20250819_093038_262
-33.439926,-35.81931,0,mast_20250819_093039_236
-30.358852,-35.1135,0,mast_20250819_093040_234
-32.74613,-1.2731358,0,mast_20250819_093041_256
-41.77268,-3.5964775,0,mast_20250819_093042_235
-59.32137,-18.22566,0,mast_20250819_093043_250
-38.770927,-36.540195,0,mast_20250819_093044_225
-32.15606,-37.60338,0,mast_20250819_093045_216
-31.595821,-24.320261,0,mast_20250819_093046_250
-39.472763,5.047301,0,mast_20250819_093047_262
-45.42331,0.9205589,0,mast_20250819_093048_249
-37.749523,-26.913223,0,mast_20250819_093049_234
-38.23954,-37.406094,0,mast_20250819_093050_252
-30.940449,-37.80995,0,mast_20250819_093051_237
-30.59174,-25.455925,0,mast_20250819_093052_252
-37.481045,1.4993637,0,mast_20250819_093053_240
-53.28174,-4.41468,0,mast_20250819_093054_233
-39.621258,-33.715336,0,mast_20250819_093055_246
-33.43107,-39.830482,0,mast_20250819_093056_230
-29.501856,-25.386072,0,mast_20250819_093057_238
-31.66845,-20.939703,0,mast_20250819_093058_230
-42.779255,2.2340055,0,mast_20250819_093059_224
-55.79109,-4.7900496,0,mast_20250819_093100_229
-39.380875,-35.339737,0,mast_20250819_093101_253
-33.17466,-36.668037,0,mast_20250819_093102_249
-30.290846,-27.878448,0,mast_20250819_093103_346
-36.889053,3.4134192,0,mast_20250819_093104_364
-44.291893,-1.2865448,0,mast_20250819_093105_364
-37.33437,-27.63616,0,mast_20250819_093106_363
-37.461895,-36.74591,0,mast_20250819_093107_355
-29.067936,-28.008646,0,mast_20250819_093108_346
-31.147198,-21.929176,0,mast_20250819_093109_342
-40.973976,4.0030127,0,mast_20250819_093110_352
-51.00121,-5.251788,0,mast_20250819_093111_361
-40.232815,-33.59094,0,mast_20250819_093112_348
-35.673912,-36.60691,0,mast_20250819_093113_342
-31.456886,-35.60703,0,mast_20250819_093114_344
-26.748297,-18.749283,0,mast_20250819_093115_340
-42.297703,0.30694056,0,mast_20250819_093116_372
-61.00716,-5.386892,0,mast_20250819_093117_366
-40.00001,-36.55487,0,mast_20250819_093118_354
-32.746265,-39.04967,0,mast_20250819_093119_363
-31.071905,-24.4413,0,mast_20250819_093120_356
-31.6069,0.8903061,0,mast_20250819_093121_355
-44.163284,1.8277814,0,mast_20250819_093122_360
-38.352962,-26.396597,0,mast_20250819_093123_352
-39.640503,-37.48116,0,mast_20250819_093124_354
-31.027798,-38.72618,0,mast_20250819_093125_346
-30.852026,-26.699652,0,mast_20250819_093126_363
-36.772617,2.1427038,0,mast_20250819_093127_336
-44.386986,-2.200049,0,mast_20250819_093128_337
-37.386185,-28.29096,0,mast_20250819_093129_349
-35.158318,-37.78525,0,mast_20250819_093130_339
-28.552332,-26.07775,0,mast_20250819_093131_366
-31.049446,-21.28471,0,mast_20250819_093132_352
-41.387775,3.3188164,0,mast_20250819_093133_347
-49.512924,-4.0995884,0,mast_20250819_093134_353
-39.704777,-34.387585,0,mast_20250819_093135_360
-34.460136,-36.494324,0,mast_20250819_093136_353
-31.114092,-36.388477,0,mast_20250819_093137_344
-26.676409,-16.8047,0,mast_20250819_093138_361
-43.852673,0.44953728,0,mast_20250819_093139_335
10.04099,-28.751425,0,mast_20250822_143751_229
16.241972,-31.329662,0,mast_20250822_143752_213
16.046795,-36.36399,0,mast_20250822_143753_213
10.020556,-40.45326,0,mast_20250822_143754_222
1.4971801,-34.74001,0,mast_20250822_143755_214
5.661053,-27.40946,0,mast_20250822_143756_227
13.109029,-30.391562,0,mast_20250822_143757_203
16.847105,-36.619152,0,mast_20250822_143758_210
6.4618897,-38.975536,0,mast_20250822_143759_216
5.1573157,-30.943964,0,mast_20250822_143800_200
9.000566,-28.451439,0,mast_20250822_143801_216
15.116444,-30.838377,0,mast_20250822_143802_201
16.257465,-36.906475,0,mast_20250822_143803_196
10.401314,-40.274937,0,mast_20250822_143804_257
2.2087617,-35.036663,0,mast_20250822_143805_273
3.5565202,-30.106115,0,mast_20250822_143806_273
9.898864,-27.050991,0,mast_20250822_143807_266
16.986242,-38.220848,0,mast_20250822_143808_281
7.383372,-39.523396,0,mast_20250822_143809_256
4.140541,-34.51575,0,mast_20250822_143810_278
8.7379265,-29.021238,0,mast_20250822_143811_267
16.36687,-31.670378,0,mast_20250822_143812_260
15.642427,-35.332115,0,mast_20250822_143813_268
10.824587,-40.52203,0,mast_20250822_143814_260
8.581088,-41.118084,0,mast_20250822_143815_270
2.5316033,-31.608229,0,mast_20250822_143816_263
9.413074,-26.397816,0,mast_20250822_143817_254
16.462067,-35.69977,0,mast_20250822_143818_264
10.498601,-39.70843,0,mast_20250822_143819_252
3.338084,-35.39335,0,mast_20250822_143820_279
7.983067,-29.232012,0,mast_20250822_143821_272
14.736687,-30.317112,0,mast_20250822_143822_281
16.667799,-37.11666,0,mast_20250822_143823_272
12.658986,-39.679493,0,mast_20250822_143824_281
8.998468,-40.84818,0,mast_20250822_143825_268
1.9089769,-32.924507,0,mast_20250822_143826_282
9.010539,-26.037193,0,mast_20250822_143827_273
16.96822,-35.490875,0,mast_20250822_143828_268
13.148932,-39.693207,0,mast_20250822_143829_275
3.3401697,-35.995983,0,mast_20250822_143830_266
7.57595,-29.346052,0,mast_20250822_143831_275
13.669043,-30.628136,0,mast_20250822_143832_268
15.821258,-32.00153,0,mast_20250822_143833_260
13.239112,-39.149025,0,mast_20250822_143834_267
9.517746,-41.414932,0,mast_20250822_143835_295
1.8945729,-33.694572,0,mast_20250822_143836_287
7.96725,-25.70444,0,mast_20250822_143837_277
17.256433,-34.26879,0,mast_20250822_143838_286
14.531611,-38.952976,0,mast_20250822_143839_279
3.4075959,-36.727283,0,mast_20250822_143840_287
6.782822,-29.41071,0,mast_20250822_143841_271
10.944538,-29.123499,0,mast_20250822_143842_272
16.208052,-32.13499,0,mast_20250822_143843_281
14.679058,-37.895847,0,mast_20250822_143844_271
9.423874,-39.65181,0,mast_20250822_143845_271
1.2021093,-33.9749,0,mast_20250822_143846_263
7.058661,-26.081444,0,mast_20250822_143847_264
17.674892,-33.788136,0,mast_20250822_143848_275
17.288273,-37.877205,0,mast_20250822_143849_265
3.968143,-36.635117,0,mast_20250822_143850_289
5.695519,-30.325008,0,mast_20250822_143851_298
10.448831,-29.01211,0,mast_20250822_143852_291
15.395028,-31.482643,0,mast_20250822_143853_281
15.224952,-37.99384,0,mast_20250822_143854_294
10.707722,-40.956074,0,mast_20250822_143855_271
1.8957535,-34.573673,0,mast_20250822_143856_283
5.868213,-27.297138,0,mast_20250822_143857_272
17.492275,-32.772655,0,mast_20250822_143858_265
17.535173,-36.55628,0,mast_20250822_143859_284
5.6558385,-38.214325,0,mast_20250822_143900_274
5.0587173,-31.102348,0,mast_20250822_143901_282
9.279912,-28.798866,0,mast_20250822_143902_276
16.496113,-30.389708,0,mast_20250822_143903_268
15.952299,-37.074455,0,mast_20250822_143904_274
10.303048,-40.513958,0,mast_20250822_143905_299
1.5385613,-35.293297,0,mast_20250822_143906_290
3.6740983,-29.750685,0,mast_20250822_143907_282
9.91211,-26.501684,0,mast_20250822_143908_280
16.324982,-36.97129,0,mast_20250822_143909_283
7.416177,-39.537636,0,mast_20250822_143910_291
3.9849195,-34.720707,0,mast_20250822_143911_291
8.476759,-29.087954,0,mast_20250822_143912_383
15.351008,-30.094803,0,mast_20250822_143913_388
12.249925,-31.171026,0,mast_20250822_143914_401
9.927495,-39.99415,0,mast_20250822_143915_394
8.05815,-40.839645,0,mast_20250822_143916_400
2.8335047,-31.165638,0,mast_20250822_143917_382
9.292947,-26.261707,0,mast_20250822_143918_383
17.285234,-35.92288,0,mast_20250822_143919_399
7.182912,-39.175316,0,mast_20250822_143920_408
3.5760088,-35.062244,0,mast_20250822_143921_421
8.6408205,-29.206486,0,mast_20250822_143922_399
15.465936,-30.969965,0,mast_20250822_143923_406
15.743973,-35.83069,0,mast_20250822_143924_409
11.095401,-40.12612,0,mast_20250822_143925_399
8.445783,-41.60451,0,mast_20250822_143926_410
2.0275524,-32.4086,0,mast_20250822_143927_396
8.697827,-25.982843,0,mast_20250822_143928_403
17.492043,-38.412796,0,mast_20250822_143929_397
9.321262,-39.427536,0,mast_20250822_143930_386
3.2888381,-35.744453,0,mast_20250822_143931_387
7.621002,-29.359356,0,mast_20250822_143932_379
12.285379,-29.801336,0,mast_20250822_143933_392
15.7047205,-34.282703,0,mast_20250822_143934_388
11.824991,-39.800667,0,mast_20250822_143935_415
8.942582,-40.641785,0,mast_20250822_143936_412
1.7200673,-33.47441,0,mast_20250822_143937_401
8.148332,-25.724913,0,mast_20250822_143938_402
17.66852,-35.738556,0,mast_20250822_143939_410
12.526138,-39.653366,0,mast_20250822_143940_403
3.0891638,-36.385895,0,mast_20250822_143941_388
6.773218,-29.347372,0,mast_20250822_143942_394
12.677144,-30.00369,0,mast_20250822_143943_395
14.669476,-31.636288,0,mast_20250822_143944_400
12.764494,-39.708515,0,mast_20250822_143945_396
9.691896,-40.707447,0,mast_20250822_143946_388
1.3598613,-34.248898,0,mast_20250822_143947_395
7.990336,-25.474901,0,mast_20250822_143948_381
17.818775,-34.087208,0,mast_20250822_143949_396
15.603452,-38.77821,0,mast_20250822_143950_407
3.231288,-36.368042,0,mast_20250822_143951_414
6.164938,-29.859047,0,mast_20250822_143952_404
10.299017,-28.803938,0,mast_20250822_143953_411
15.826661,-31.838726,0,mast_20250822_143954_392
15.065761,-37.02574,0,mast_20250822_143955_411
10.07073,-41.074677,0,mast_20250822_143956_404
1.8744473,-34.483086,0,mast_20250822_143957_386
7.0625257,-25.997952,0,mast_20250822_143958_403
17.483112,-32.400814,0,mast_20250822_143959_394
15.915219,-38.055588,0,mast_20250822_144000_405
6.446778,-38.939938,0,mast_20250822_144001_398
5.2720094,-30.71105,0,mast_20250822_144002_389
9.59798,-28.536764,0,mast_20250822_144003_399
15.792382,-31.686308,0,mast_20250822_144004_392
22.263226,-34.055927,0,mast_20250822_151036_586
22.971323,-36.71075,0,mast_20250822_151037_581
22.246153,-37.218773,0,mast_20250822_151038_598
23.048767,-40.541634,0,mast_20250822_151039_584
28.783373,-44.11627,0,mast_20250822_151040_591
30.336294,-32.496307,0,mast_20250822_151041_583
23.501495,-33.72878,0,mast_20250822_151042_594
20.980167,-39.268394,0,mast_20250822_151043_583
30.949677,-43.702934,0,mast_20250822_151044_575
28.54393,-43.845974,0,mast_20250822_151045_584
25.970497,-33.302906,0,mast_20250822_151046_576
22.766424,-34.92382,0,mast_20250822_151047_584
21.501072,-37.388424,0,mast_20250822_151048_564
22.459702,-39.63236,0,mast_20250822_151049_560
26.161392,-43.279903,0,mast_20250822_151050_591
30.119602,-45.205566,0,mast_20250822_151051_591
27.088505,-30.230038,0,mast_20250822_151052_592
24.37804,-35.156227,0,mast_20250822_151053_576
20.561583,-41.112404,0,mast_20250822_151054_595
31.428743,-45.61299,0,mast_20250822_151055_581
27.484358,-32.9051,0,mast_20250822_151056_591
22.268019,-33.892193,0,mast_20250822_151057_583
21.573751,-36.078766,0,mast_20250822_151058_575
22.250158,-38.2811,0,mast_20250822_151059_595
23.450523,-41.74734,0,mast_20250822_151100_588
29.31041,-44.456894,0,mast_20250822_151101_580
30.27903,-32.471085,0,mast_20250822_151102_570
23.775057,-33.239605,0,mast_20250822_151103_565
23.832483,-39.382557,0,mast_20250822_151104_573
30.865963,-43.862656,0,mast_20250822_151105_589
28.534529,-44.07356,0,mast_20250822_151106_583
26.538847,-32.658108,0,mast_20250822_151107_589
23.2351,-35.483418,0,mast_20250822_151108_583
20.375921,-38.404137,0,mast_20250822_151109_577
22.288576,-41.397457,0,mast_20250822_151110_590
25.711843,-43.506405,0,mast_20250822_151111_575
32.48307,-45.265926,0,mast_20250822_151112_584
27.011145,-30.595972,0,mast_20250822_151113_576
22.286612,-31.887142,0,mast_20250822_151114_569
21.78245,-41.000587,0,mast_20250822_151115_578
31.430267,-45.686543,0,mast_20250822_151116_564
27.33983,-33.325974,0,mast_20250822_151117_575
22.718056,-32.1238,0,mast_20250822_151118_567
22.760347,-38.009632,0,mast_20250822_151119_566
21.367653,-38.587257,0,mast_20250822_151120_585
24.384138,-41.64355,0,mast_20250822_151121_596
29.69969,-44.650665,0,mast_20250822_151122_583
29.951582,-32.287693,0,mast_20250822_151123_575
24.111795,-32.508194,0,mast_20250822_151124_589
22.046055,-39.20393,0,mast_20250822_151125_581
30.402046,-43.696884,0,mast_20250822_151126_583
28.345009,-43.826527,0,mast_20250822_151127_575
24.790298,-33.6835,0,mast_20250822_151128_573
24.078228,-36.30865,0,mast_20250822_151129_575
22.141281,-37.771515,0,mast_20250822_151130_567
23.627426,-40.69661,0,mast_20250822_151131_573
25.756498,-43.53223,0,mast_20250822_151132_573
30.35635,-44.497425,0,mast_20250822_151133_566
26.88807,-30.959557,0,mast_20250822_151134_576
23.224184,-35.44366,0,mast_20250822_151135_599
21.33295,-41.018314,0,mast_20250822_151136_592
31.579788,-45.866535,0,mast_20250822_151137_595
26.937788,-32.753082,0,mast_20250822_151138_585
22.390493,-35.22557,0,mast_20250822_151139_574
22.559898,-36.967056,0,mast_20250822_151140_589
23.064413,-39.747025,0,mast_20250822_151141_579
12.876583,-33.290718,0,mast_20250822_151142_602
40.089905,-3.0153503,0,mast_20250822_151143_591
29.026361,-31.1544,0,mast_20250822_151144_607
23.471943,-33.188713,0,mast_20250822_151145_591
20.855087,-39.8634,0,mast_20250822_151146_599
32.22575,-44.363804,0,mast_20250822_151147_596
28.202354,-43.51236,0,mast_20250822_151148_589
25.216274,-33.69211,0,mast_20250822_151149_599
21.59218,-35.421177,0,mast_20250822_151150_624
21.071138,-37.120537,0,mast_20250822_151151_614
23.058947,-41.496193,0,mast_20250822_151152_624
26.81402,-43.633457,0,mast_20250822_151153_607
31.31109,-44.35481,0,mast_20250822_151154_602
26.679007,-30.835966,0,mast_20250822_151155_612
23.366684,-37.676445,0,mast_20250822_151156_602
21.580036,-39.990253,0,mast_20250822_151157_614
31.069933,-45.209335,0,mast_20250822_151158_608
27.457981,-32.573204,0,mast_20250822_151159_595
23.191835,-34.940666,0,mast_20250822_151200_603
12.999041,-33.067387,0,mast_20250822_151201_644
18.549583,-37.466877,0,mast_20250822_151202_648
23.134136,-41.91619,0,mast_20250822_151203_641
30.555958,-45.493755,0,mast_20250822_151204_638
28.20817,-31.045055,0,mast_20250822_151205_662
23.684204,-34.94636,0,mast_20250822_151206_672
20.691362,-39.279,0,mast_20250822_151207_655
32.027725,-44.56768,0,mast_20250822_151208_645
28.465014,-34.345276,0,mast_20250822_151209_656
22.901175,-32.44365,0,mast_20250822_151210_649
22.697681,-36.397404,0,mast_20250822_151211_656
21.089169,-39.252594,0,mast_20250822_151212_653
23.589453,-41.14278,0,mast_20250822_151213_644
27.305412,-43.77412,0,mast_20250822_151214_654
31.360277,-44.037853,0,mast_20250822_151215_647
26.120197,-31.790323,0,mast_20250822_151216_656
21.576576,-37.588634,0,mast_20250822_151217_647
21.442131,-41.532337,0,mast_20250822_151218_640
30.27924,-44.92093,0,mast_20250822_151219_640
26.87072,-33.164318,0,mast_20250822_151220_671
22.238459,-34.655014,0,mast_20250822_151221_660
21.694166,-36.519604,0,mast_20250822_151222_650
21.986761,-40.33306,0,mast_20250822_151223_663
25.208912,-43.499187,0,mast_20250822_151224_656
30.2988,-45.79098,0,mast_20250822_151225_665
28.457521,-31.097717,0,mast_20250822_151226_652
23.790014,-33.93367,0,mast_20250822_151227_665
22.179567,-38.898884,0,mast_20250822_151228_656
32.179924,-44.794884,0,mast_20250822_151229_648
28.028973,-33.995632,0,mast_20250822_151230_656
12.975833,42.537308,1,elevator_20250730_145544_932
7.887861,45.895054,1,elevator_20250730_145545_922
-13.310074,33.062614,1,elevator_20250730_145546_940
7.2405324,35.07286,1,elevator_20250730_145547_921
44.923225,27.09345,1,elevator_20250730_145548_915
-16.061296,31.249027,1,elevator_20250730_145549_920
1.6986674,37.04656,1,elevator_20250730_145550_911
12.531783,43.867943,1,elevator_20250730_145551_922
-18.319885,34.322453,1,elevator_20250730_145552_913
-11.106422,32.72634,1,elevator_20250730_145553_910
15.623465,40.01199,1,elevator_20250730_145554_913
10.934254,29.539747,1,elevator_20250730_145555_907
-13.682033,29.50919,1,elevator_20250730_145556_913
8.8553095,39.620617,1,elevator_20250730_145557_908
12.01245,45.965256,1,elevator_20250730_145558_936
-16.123198,33.74229,1,elevator_20250730_145559_919
-1.0969238,34.425545,1,elevator_20250730_145600_928
16.972061,41.758568,1,elevator_20250730_145601_924
-7.993046,38.299023,1,elevator_20250730_145602_929
-12.175253,30.396261,1,elevator_20250730_145603_924
11.69991,41.674927,1,elevator_20250730_145604_914
8.938494,46.10381,1,elevator_20250730_145605_920
-14.078872,32.433342,1,elevator_20250730_145606_908
7.9062552,35.082325,1,elevator_20250730_145607_919
45.474606,27.628515,1,elevator_20250730_145608_914
-16.528624,30.996918,1,elevator_20250730_145609_902
1.1125363,37.051037,1,elevator_20250730_145610_915
12.794096,43.232006,1,elevator_20250730_145611_907
-2.7150328,39.62385,1,elevator_20250730_145612_910
-11.818552,33.274105,1,elevator_20250730_145613_924
15.461892,39.63912,1,elevator_20250730_145614_933
11.106894,29.642073,1,elevator_20250730_145615_920
-14.500951,28.833754,1,elevator_20250730_145616_935
7.9918323,39.078705,1,elevator_20250730_145617_925
12.156344,46.01446,1,elevator_20250730_145618_913
-16.506536,33.77292,1,elevator_20250730_145619_921
-1.3668888,34.22014,1,elevator_20250730_145620_914
16.613043,41.151367,1,elevator_20250730_145621_923
-7.4772744,38.59751,1,elevator_20250730_145622_915
-11.978906,30.97944,1,elevator_20250730_145623_905
11.31645,41.609444,1,elevator_20250730_145624_916
9.68062,46.129128,1,elevator_20250730_145625_905
-13.820702,33.50081,1,elevator_20250730_145626_913
4.224509,35.971684,1,elevator_20250730_145627_906
44.895184,27.642635,1,elevator_20250730_145628_929
-17.534286,30.267149,1,elevator_20250730_145629_922
-3.6265616,38.82471,1,elevator_20250730_145630_930
12.88007,42.97806,1,elevator_20250730_145631_924
-2.500186,39.754623,1,elevator_20250730_145632_932
-11.682802,33.162464,1,elevator_20250730_145633_921
15.05305,39.316727,1,elevator_20250730_145634_916
43.243084,25.875814,1,elevator_20250730_145635_921
-14.7897415,29.14566,1,elevator_20250730_145636_907
7.485462,38.86689,1,elevator_20250730_145637_922
12.2026005,45.001633,1,elevator_20250730_145638_915
-17.501255,33.458317,1,elevator_20250730_145639_904
-9.125496,32.642086,1,elevator_20250730_145640_914
16.742931,40.596695,1,elevator_20250730_145641_906
9.048161,28.922972,1,elevator_20250730_145642_913
-12.355021,30.820501,1,elevator_20250730_145643_925
11.783441,41.361626,1,elevator_20250730_145644_928
10.401001,46.099586,1,elevator_20250730_145645_917
-13.9736,33.943855,1,elevator_20250730_145646_932
