2025-08-20 15:35:29 | INFO     | __main__             | _load_config         | Configuration loaded from config.yaml
2025-08-20 15:35:29 | INFO     | __main__             | _init_connection_pool | Connection pool initialized successfully
2025-08-20 15:35:29 | INFO     | __main__             | __init__             | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-20 15:35:29 | INFO     | __main__             | __init__             | Export directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-20 15:35:29 | INFO     | __main__             | init_db              | Database initialized successfully
2025-08-20 15:35:29 | INFO     | __main__             | start                | Starting CSV processing service every 1 minutes...
2025-08-20 15:35:29 | INFO     | __main__             | start                | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-20 15:35:29 | INFO     | __main__             | start                | Delete after export: True
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152955.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153030.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153105.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153140.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153215.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153250.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153325.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153400.csv
2025-08-20 15:36:29 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_153435.csv
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_152859.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_152859.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_152910.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_152910.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_152921.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_152921.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_152932.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_152932.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_152943.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_152943.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_152954.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_152954.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153005.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153005.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153016.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153016.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153038.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153038.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153049.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153049.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153100.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153100.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153111.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153111.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153122.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153122.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153133.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153133.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153144.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153144.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153155.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153155.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153206.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153206.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153217.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153217.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153228.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153228.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153239.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153239.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153250.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153250.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153301.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153301.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153312.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | process_all_csv_files | Failed to process RPB1_20250820_153312.csv: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | get_connection       | Database operation failed: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _import_rows_to_db   | Failed to import rows to database: tuple index out of range
2025-08-20 15:36:29 | ERROR    | __main__             | _process_single_csv  | Failed to process CSV file D:\NOPPALIT\History\Saturn_Acc_Logs\RPB1_20250820_153323.csv: tuple index out of range
