2025-08-20 15:32:40 | INFO     | __main__             | _load_config         | Configuration loaded from config.yaml
2025-08-20 15:32:40 | INFO     | __main__             | _init_connection_pool | Connection pool initialized successfully
2025-08-20 15:32:40 | INFO     | __main__             | __init__             | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-20 15:32:40 | INFO     | __main__             | __init__             | Export directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-20 15:32:40 | INFO     | __main__             | init_db              | Database initialized successfully
2025-08-20 15:32:40 | INFO     | __main__             | start                | Starting CSV processing service every 1 minutes...
2025-08-20 15:32:40 | INFO     | __main__             | start                | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-20 15:32:40 | INFO     | __main__             | start                | Delete after export: True
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152440.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152515.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152550.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152625.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152700.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152735.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152810.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152845.csv
2025-08-20 15:32:40 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\RP26_20250820_152920.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_152903.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_152936.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153115.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153148.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153221.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153254.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153328.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153540.csv
2025-08-20 15:35:25 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250820_153613.csv
2025-08-20 15:35:26 | INFO     | __main__             | start                | Service interrupted by user
2025-08-20 15:35:26 | INFO     | __main__             | close                | Connection pool closed
2025-08-20 15:35:26 | INFO     | __main__             | cleanup              | Service cleanup completed
