Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-13T15:17:07,environment,1.00,Normal,-0.92,60.72,358.01,302.10,499.98,550.21,446.39,RPB1,-358.91,132.42,39.21,24.26,22.55,4.27,10.78,4.30,3.47,2.06,6.07,2.68,3.01
2025-08-13T15:17:08,environment,1.00,Normal,-0.92,60.69,346.63,441.55,549.51,609.76,0.00,RPB1,-348.64,128.82,36.58,25.40,22.04,4.42,11.49,3.50,2.65,2.49,5.97,2.79,3.76
2025-08-13T15:17:09,environment,1.00,Normal,-0.92,60.44,354.30,557.46,500.81,445.55,0.00,RPB1,-378.42,136.61,45.50,26.26,24.23,5.55,10.69,5.69,3.97,2.31,5.12,2.57,2.24
2025-08-13T15:17:10,environment,1.00,Normal,-0.92,60.78,363.59,310.04,455.02,257.33,545.38,RPB1,-375.74,138.61,45.78,23.75,22.05,6.13,10.94,6.75,4.12,1.60,5.36,2.41,3.07
2025-08-13T15:17:11,environment,1.00,Normal,-0.92,60.18,322.94,390.59,540.08,263.24,464.42,RPB1,-376.72,138.48,44.54,22.74,21.16,5.88,9.82,5.84,4.49,2.18,5.27,2.12,2.48
2025-08-13T15:17:12,environment,1.00,Normal,-0.92,59.90,341.71,455.61,608.62,394.55,539.47,RPB1,-387.28,139.30,46.67,23.88,23.63,6.05,9.13,5.87,5.28,2.60,4.81,2.04,1.10
2025-08-13T15:17:13,environment,1.00,Normal,-0.92,60.03,311.40,414.36,626.71,510.11,363.94,RPB1,-379.11,140.86,40.75,22.69,24.95,4.76,7.46,5.76,6.09,3.79,4.81,2.06,1.66
2025-08-13T15:17:14,environment,1.00,Normal,-0.92,60.10,359.48,301.74,537.67,442.46,0.00,RPB1,-368.93,139.22,34.65,23.17,27.13,4.33,6.57,4.96,6.36,3.86,4.94,1.41,1.25
2025-08-13T15:17:15,environment,1.00,Normal,-0.92,60.04,349.42,441.75,1523.27,613.35,263.49,RPB1,-355.47,131.97,32.20,25.99,24.22,4.71,10.42,3.50,3.64,2.84,5.61,1.57,1.77
2025-08-13T15:17:16,environment,1.00,Normal,-0.92,60.16,350.36,451.62,621.52,1209.60,518.97,RPB1,-361.56,133.45,35.50,26.63,22.85,5.68,11.78,3.66,2.52,3.03,6.03,2.15,2.02
