Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-13T15:05:34,environment,1.00,Normal,-0.92,71.03,342.60,634.07,518.73,449.38,398.95,RPB1,-324.37,129.45,27.49,25.43,20.77,5.08,9.37,3.53,2.01,2.58,4.11,3.60,-0.38
2025-08-13T15:05:36,environment,1.00,Normal,-0.92,71.03,322.60,713.42,575.56,460.69,384.74,RPB1,-343.60,136.23,34.11,26.05,21.39,4.92,9.96,3.24,2.54,1.96,3.80,4.12,1.74
2025-08-13T15:05:37,environment,1.00,Normal,-0.92,60.61,358.22,414.38,546.73,609.99,0.00,RPB1,-353.53,139.85,34.16,21.09,17.82,3.57,11.52,7.91,4.44,1.21,4.96,3.77,2.18
2025-08-13T15:05:38,environment,0.97,Normal,-0.92,60.32,356.80,303.50,214.76,441.68,532.22,RPB1,-342.23,135.45,31.41,20.19,14.53,3.95,9.53,4.36,6.64,2.90,5.94,2.46,1.40
2025-08-13T15:05:39,environment,1.00,Normal,-0.92,60.31,355.56,523.54,445.04,581.68,742.40,RPB1,-347.11,134.61,33.29,23.40,17.98,3.56,7.14,1.30,6.18,4.31,5.07,2.37,3.76
2025-08-13T15:05:40,environment,1.00,Normal,-0.92,60.82,349.54,445.79,283.32,602.26,518.49,RPB1,-355.73,138.24,35.56,24.57,22.97,3.11,6.50,5.47,4.57,3.61,4.12,2.78,5.57
2025-08-13T15:05:41,environment,1.00,Normal,-0.92,61.16,353.31,453.84,630.70,517.88,0.00,RPB1,-357.60,135.21,37.54,27.47,25.56,4.66,5.38,5.70,5.70,2.69,4.38,3.42,2.80
2025-08-13T15:05:42,environment,1.00,Normal,-0.92,61.17,360.88,423.88,629.30,301.52,520.29,RPB1,-359.54,130.12,41.65,28.01,24.77,6.86,8.20,3.52,5.74,1.83,3.83,3.41,0.60
2025-08-13T15:05:43,environment,1.00,Normal,-0.92,60.83,316.24,367.55,505.60,435.29,0.00,RPB1,-369.39,131.80,44.98,27.08,23.53,7.39,10.30,4.80,5.18,2.81,3.34,2.79,1.81
2025-08-13T15:05:44,environment,1.00,Normal,-0.92,60.59,452.44,344.75,-2633.02,522.47,588.49,RPB1,-377.99,134.77,47.79,26.73,23.78,5.64,10.15,7.38,5.13,2.59,3.08,2.21,2.54
