Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:33:43,environment,Anomaly,56.2,116.0,37.5,30.0,IPC1
2025-08-08T14:33:44,environment,Anomaly,58.7,37.5,103.5,102.0,IPC1
2025-08-08T14:33:45,environment,Anomaly,58.7,30.0,38.0,108.5,IPC1
2025-08-08T14:33:46,environment,Anomaly,56.3,30.0,104.0,103.5,IPC1
2025-08-08T14:33:47,environment,Anomaly,57.3,30.0,104.0,103.5,IPC1
2025-08-08T14:33:48,environment,Anomaly,58.6,48.5,30.0,103.0,IPC1
2025-08-08T14:33:49,environment,Anomaly,58.6,160.0,49.0,30.0,IPC1
2025-08-08T14:33:50,environment,Anomaly,54.7,48.0,171.5,30.0,IPC1
2025-08-08T14:33:51,environment,Anomaly,54.7,171.5,48.5,30.0,IPC1
2025-08-08T14:33:52,environment,Anomaly,55.2,103.0,30.0,37.5,IPC1
2025-08-08T14:33:53,environment,Anomaly,59.1,30.0,103.5,50.0,IPC1
2025-08-08T14:33:54,environment,Anomaly,59.1,30.0,29.5,103.5,IPC1
2025-08-08T14:33:55,environment,Anomaly,59.1,30.0,103.5,29.5,IPC1
2025-08-08T14:33:56,environment,Anomaly,55.5,104.0,30.0,103.0,IPC1
2025-08-08T14:33:57,environment,Anomaly,54.6,30.0,103.5,49.5,IPC1
2025-08-08T14:33:58,environment,Anomaly,54.6,30.0,38.0,106.0,IPC1
2025-08-08T14:33:59,environment,Anomaly,54.6,30.0,171.5,106.5,IPC1
2025-08-08T14:34:00,environment,Anomaly,57.4,29.5,171.5,103.5,IPC1
2025-08-08T14:34:02,environment,Anomaly,60.4,171.5,30.0,105.0,IPC1
2025-08-08T14:34:03,environment,Anomaly,65.3,437.0,437.5,441.0,IPC1
2025-08-08T14:34:04,environment,Anomaly,65.3,518.0,435.5,515.5,IPC1
2025-08-08T14:34:05,environment,Anomaly,65.7,518.0,517.5,515.5,IPC1
2025-08-08T14:34:06,environment,Anomaly,65.7,770.5,770.0,687.5,IPC1
2025-08-08T14:34:07,environment,Anomaly,65.2,691.0,692.5,692.0,IPC1
2025-08-08T14:34:08,environment,Anomaly,62.6,29.5,50.0,30.0,IPC1
2025-08-08T14:34:09,environment,Anomaly,61.2,30.0,103.0,116.5,IPC1
2025-08-08T14:34:10,environment,Anomaly,64.4,30.0,484.5,171.5,IPC1
2025-08-08T14:34:11,environment,Anomaly,64.4,30.0,495.0,103.0,IPC1
2025-08-08T14:34:12,environment,Anomaly,57.3,30.0,29.5,103.5,IPC1
2025-08-08T14:34:13,environment,Anomaly,61.4,171.5,30.0,160.5,IPC1
