Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:18:18,environment,Anomaly,55.2,30.0,103.0,153.5,IPC1
2025-08-08T14:18:19,environment,Anomaly,55.2,30.0,29.5,153.5,IPC1
2025-08-08T14:18:20,environment,Anomaly,54.2,29.5,103.5,103.0,IPC1
2025-08-08T14:18:21,environment,Anomaly,54.2,103.5,30.0,103.0,IPC1
2025-08-08T14:18:22,environment,Anomaly,55.0,30.0,29.5,117.0,IPC1
2025-08-08T14:18:24,environment,Anomaly,55.0,30.0,103.0,29.5,IPC1
2025-08-08T14:18:25,environment,Anomaly,57.9,30.0,102.5,103.5,IPC1
2025-08-08T14:18:26,environment,Anomaly,57.9,103.0,103.5,30.0,IPC1
2025-08-08T14:18:27,environment,Anomaly,54.5,103.5,30.0,29.5,IPC1
2025-08-08T14:18:28,environment,Anomaly,57.0,29.5,30.0,103.5,IPC1
2025-08-08T14:18:29,environment,Anomaly,57.0,29.5,116.5,47.5,IPC1
2025-08-08T14:18:30,environment,Anomaly,55.3,103.0,117.0,152.0,IPC1
2025-08-08T14:18:31,environment,Anomaly,53.7,30.0,29.5,103.0,IPC1
2025-08-08T14:18:32,environment,Anomaly,53.7,29.5,30.0,171.5,IPC1
2025-08-08T14:18:33,environment,Anomaly,53.2,30.0,102.0,151.5,IPC1
2025-08-08T14:18:34,environment,Anomaly,54.4,37.5,30.0,29.5,IPC1
2025-08-08T14:18:35,environment,Anomaly,54.4,30.0,38.0,37.0,IPC1
2025-08-08T14:18:36,environment,Anomaly,54.0,37.5,30.0,103.5,IPC1
2025-08-08T14:18:37,environment,Anomaly,54.1,30.0,29.5,158.5,IPC1
2025-08-08T14:18:38,environment,Anomaly,54.9,30.0,29.5,38.0,IPC1
2025-08-08T14:18:39,environment,Anomaly,54.9,30.0,116.0,29.5,IPC1
2025-08-08T14:18:40,environment,Anomaly,63.9,30.0,103.5,117.5,IPC1
2025-08-08T14:18:41,environment,Anomaly,63.9,30.0,116.5,29.5,IPC1
2025-08-08T14:18:42,environment,Anomaly,54.6,30.0,103.5,29.5,IPC1
2025-08-08T14:18:43,environment,Anomaly,54.6,103.0,30.0,29.5,IPC1
2025-08-08T14:18:44,environment,Anomaly,54.1,30.0,103.5,103.0,IPC1
2025-08-08T14:18:45,environment,Anomaly,55.1,103.5,116.5,103.0,IPC1
2025-08-08T14:18:46,environment,Anomaly,55.1,103.0,30.0,29.5,IPC1
2025-08-08T14:18:47,environment,Anomaly,54.7,103.0,30.0,103.5,IPC1
2025-08-08T14:18:48,environment,Anomaly,54.0,103.0,30.0,102.5,IPC1
