Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:28:56,environment,Anomaly,76.9,37.0,104.0,116.5,IPC1
2025-08-08T14:28:57,environment,Anomaly,76.9,30.0,49.0,116.5,IPC1
2025-08-08T14:28:58,environment,Anomaly,57.2,30.0,29.5,108.0,IPC1
2025-08-08T14:28:59,environment,Anomaly,61.1,30.0,103.5,46.0,IPC1
2025-08-08T14:29:00,environment,Anomaly,61.1,30.0,117.5,151.5,IPC1
2025-08-08T14:29:01,environment,Anomaly,60.0,30.0,323.0,322.5,IPC1
2025-08-08T14:29:02,environment,Anomaly,60.0,30.0,323.0,48.0,IPC1
2025-08-08T14:29:03,environment,Anomaly,54.9,30.0,29.5,48.0,IPC1
2025-08-08T14:29:04,environment,Anomaly,57.3,30.0,29.5,160.5,IPC1
2025-08-08T14:29:05,environment,Anomaly,57.3,103.0,30.0,29.5,IPC1
2025-08-08T14:29:06,environment,Anomaly,57.3,30.0,103.0,103.5,IPC1
2025-08-08T14:29:07,environment,Anomaly,55.5,30.0,104.0,29.5,IPC1
2025-08-08T14:29:08,environment,Anomaly,56.4,103.5,171.5,29.5,IPC1
2025-08-08T14:29:09,environment,Anomaly,57.0,30.0,29.5,104.0,IPC1
2025-08-08T14:29:10,environment,Anomaly,63.3,104.5,171.5,29.5,IPC1
2025-08-08T14:29:12,environment,Anomaly,60.1,171.5,103.5,48.5,IPC1
2025-08-08T14:29:13,environment,Anomaly,56.2,103.5,116.5,30.0,IPC1
2025-08-08T14:29:14,environment,Anomaly,57.4,30.0,103.0,125.5,IPC1
2025-08-08T14:29:15,environment,Anomaly,57.4,30.0,29.5,125.5,IPC1
2025-08-08T14:29:16,environment,Anomaly,56.8,29.5,30.0,103.5,IPC1
2025-08-08T14:29:17,environment,Anomaly,56.8,103.0,29.5,116.0,IPC1
2025-08-08T14:29:18,environment,Anomaly,55.3,103.5,30.0,29.5,IPC1
2025-08-08T14:29:19,environment,Anomaly,57.2,171.5,103.0,29.5,IPC1
2025-08-08T14:29:20,environment,Anomaly,57.2,103.5,30.0,29.5,IPC1
2025-08-08T14:29:21,environment,Anomaly,55.7,30.0,104.0,103.5,IPC1
2025-08-08T14:29:22,environment,Anomaly,55.4,30.0,171.5,103.0,IPC1
2025-08-08T14:29:23,environment,Anomaly,54.3,30.0,103.0,29.5,IPC1
2025-08-08T14:29:24,environment,Anomaly,54.5,30.0,103.0,153.0,IPC1
2025-08-08T14:29:25,environment,Anomaly,54.2,103.5,30.0,49.0,IPC1
2025-08-08T14:29:26,environment,Anomaly,54.2,171.5,49.0,30.0,IPC1
