Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:15:08,environment,Anomaly,73.4,48.5,103.0,30.0,IPC1
2025-08-08T14:15:09,environment,Anomaly,73.4,30.0,103.0,103.5,IPC1
2025-08-08T14:15:10,environment,Anomaly,54.7,103.5,29.5,30.0,IPC1
2025-08-08T14:15:11,environment,Anomaly,54.7,171.5,46.5,30.0,IPC1
2025-08-08T14:15:12,environment,Anomaly,54.3,30.0,152.0,116.0,IPC1
2025-08-08T14:15:13,environment,Anomaly,55.3,30.0,37.0,49.5,IPC1
2025-08-08T14:15:14,environment,Anomaly,55.0,37.0,29.5,30.0,IPC1
2025-08-08T14:15:16,environment,Anomaly,54.4,29.5,102.5,30.0,IPC1
2025-08-08T14:15:17,environment,Anomaly,54.4,29.5,30.0,212.5,IPC1
2025-08-08T14:15:18,environment,Anomaly,54.1,30.0,29.5,103.5,IPC1
2025-08-08T14:15:19,environment,Anomaly,54.0,103.0,30.0,49.5,IPC1
2025-08-08T14:15:20,environment,Anomaly,54.0,103.5,30.0,117.5,IPC1
2025-08-08T14:15:21,environment,Anomaly,53.9,29.5,103.5,30.0,IPC1
2025-08-08T14:15:22,environment,Anomaly,56.3,30.0,29.5,103.0,IPC1
2025-08-08T14:15:23,environment,Anomaly,56.3,30.0,104.5,103.0,IPC1
2025-08-08T14:15:24,environment,Anomaly,55.9,103.5,103.0,30.0,IPC1
2025-08-08T14:15:25,environment,Anomaly,55.9,29.5,30.0,103.0,IPC1
2025-08-08T14:15:26,environment,Anomaly,55.5,30.0,103.0,48.5,IPC1
2025-08-08T14:15:27,environment,Anomaly,55.7,30.0,103.0,171.5,IPC1
2025-08-08T14:15:28,environment,Anomaly,55.4,30.0,29.5,103.0,IPC1
2025-08-08T14:15:29,environment,Anomaly,54.4,30.0,29.5,103.5,IPC1
2025-08-08T14:15:30,environment,Anomaly,53.4,30.0,48.0,29.5,IPC1
2025-08-08T14:15:31,environment,Anomaly,57.7,30.0,102.5,105.0,IPC1
2025-08-08T14:15:32,environment,Anomaly,57.7,30.0,29.5,104.5,IPC1
2025-08-08T14:15:33,environment,Anomaly,54.2,30.0,29.5,171.5,IPC1
2025-08-08T14:15:34,environment,Anomaly,53.7,30.0,103.5,48.5,IPC1
2025-08-08T14:15:35,environment,Anomaly,54.1,30.0,48.5,153.5,IPC1
2025-08-08T14:15:36,environment,Anomaly,54.1,30.0,48.5,171.5,IPC1
2025-08-08T14:15:37,environment,Anomaly,54.2,38.5,104.5,44.5,IPC1
2025-08-08T14:15:38,environment,Anomaly,54.8,30.0,171.5,29.5,IPC1
