Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:27:20,environment,Anomaly,58.4,103.0,30.0,104.5,IPC1
2025-08-08T14:27:21,environment,Anomaly,58.4,30.0,37.5,104.0,IPC1
2025-08-08T14:27:22,environment,Anomaly,54.0,30.0,103.0,29.5,IPC1
2025-08-08T14:27:23,environment,Anomaly,54.0,103.0,30.0,103.5,IPC1
2025-08-08T14:27:24,environment,Anomaly,54.4,103.0,30.0,46.5,IPC1
2025-08-08T14:27:25,environment,Anomaly,54.4,30.0,29.5,116.5,IPC1
2025-08-08T14:27:26,environment,Anomaly,54.2,30.0,37.5,29.5,IPC1
2025-08-08T14:27:27,environment,Anomaly,54.6,49.5,30.0,118.0,IPC1
2025-08-08T14:27:28,environment,Anomaly,54.6,103.5,30.0,29.5,IPC1
2025-08-08T14:27:29,environment,Anomaly,54.3,30.0,104.5,29.5,IPC1
2025-08-08T14:27:30,environment,Anomaly,53.4,30.0,29.5,103.5,IPC1
2025-08-08T14:27:31,environment,Anomaly,53.4,50.5,103.5,103.0,IPC1
2025-08-08T14:27:32,environment,Anomaly,55.2,30.0,103.5,171.5,IPC1
2025-08-08T14:27:33,environment,Anomaly,58.3,30.0,103.5,29.5,IPC1
2025-08-08T14:27:34,environment,Anomaly,58.1,30.0,29.5,134.5,IPC1
2025-08-08T14:27:35,environment,Anomaly,58.1,171.5,30.0,103.5,IPC1
2025-08-08T14:27:36,environment,Anomaly,54.0,50.5,48.5,138.5,IPC1
2025-08-08T14:27:37,environment,Anomaly,53.9,30.0,117.5,49.0,IPC1
2025-08-08T14:27:38,environment,Anomaly,53.9,30.0,103.5,29.5,IPC1
2025-08-08T14:27:39,environment,Anomaly,56.0,103.5,118.0,137.5,IPC1
2025-08-08T14:27:40,environment,Anomaly,56.0,30.0,104.0,47.5,IPC1
2025-08-08T14:27:41,environment,Anomaly,55.2,30.0,106.0,103.5,IPC1
2025-08-08T14:27:42,environment,Anomaly,56.4,30.0,103.5,103.0,IPC1
2025-08-08T14:27:43,environment,Anomaly,56.4,103.0,121.0,30.0,IPC1
2025-08-08T14:27:44,environment,Anomaly,56.0,123.0,121.0,30.0,IPC1
2025-08-08T14:27:45,environment,Anomaly,57.5,30.0,123.0,129.5,IPC1
2025-08-08T14:27:46,environment,Anomaly,57.5,30.0,29.5,103.5,IPC1
2025-08-08T14:27:47,environment,Anomaly,57.2,103.5,29.5,116.5,IPC1
2025-08-08T14:27:48,environment,Anomaly,55.6,30.0,152.0,49.5,IPC1
2025-08-08T14:27:49,environment,Anomaly,55.6,30.0,49.5,118.0,IPC1
