Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:16:43,environment,Anomaly,54.1,30.0,103.5,154.5,IPC1
2025-08-08T14:16:44,environment,Anomaly,54.1,30.0,103.5,29.5,IPC1
2025-08-08T14:16:45,environment,Anomaly,54.1,30.0,29.5,103.0,IPC1
2025-08-08T14:16:46,environment,Anomaly,54.1,30.0,29.5,119.0,IPC1
2025-08-08T14:16:47,environment,Anomaly,54.1,103.0,30.0,152.0,IPC1
2025-08-08T14:16:49,environment,Anomaly,55.7,29.5,50.0,116.0,IPC1
2025-08-08T14:16:50,environment,Anomaly,55.7,30.0,29.5,50.0,IPC1
2025-08-08T14:16:51,environment,Anomaly,55.3,30.0,29.5,37.5,IPC1
2025-08-08T14:16:52,environment,Anomaly,54.6,29.5,30.0,103.0,IPC1
2025-08-08T14:16:53,environment,Anomaly,54.6,30.0,29.5,103.5,IPC1
2025-08-08T14:16:54,environment,Anomaly,53.8,30.0,29.5,38.5,IPC1
2025-08-08T14:16:55,environment,Anomaly,53.8,30.0,38.5,118.0,IPC1
2025-08-08T14:16:56,environment,Anomaly,54.3,116.5,103.0,30.0,IPC1
2025-08-08T14:16:57,environment,Anomaly,54.7,29.5,30.0,171.5,IPC1
2025-08-08T14:16:58,environment,Anomaly,54.7,30.0,171.5,47.5,IPC1
2025-08-08T14:16:59,environment,Anomaly,54.5,116.0,171.5,30.0,IPC1
2025-08-08T14:17:00,environment,Anomaly,56.3,104.0,103.0,105.0,IPC1
2025-08-08T14:17:01,environment,Anomaly,56.3,30.0,154.0,29.5,IPC1
2025-08-08T14:17:02,environment,Anomaly,54.1,30.0,29.5,103.5,IPC1
2025-08-08T14:17:03,environment,Anomaly,55.0,30.0,152.5,103.5,IPC1
2025-08-08T14:17:04,environment,Anomaly,53.9,104.0,117.0,51.0,IPC1
2025-08-08T14:17:05,environment,Anomaly,54.3,30.0,50.0,104.0,IPC1
2025-08-08T14:17:06,environment,Anomaly,54.7,103.0,30.0,29.5,IPC1
2025-08-08T14:17:07,environment,Anomaly,55.1,171.5,30.0,103.5,IPC1
2025-08-08T14:17:08,environment,Anomaly,55.1,30.0,29.5,171.5,IPC1
2025-08-08T14:17:09,environment,Anomaly,55.1,30.0,171.5,29.5,IPC1
2025-08-08T14:17:10,environment,Anomaly,55.4,30.0,171.5,29.5,IPC1
2025-08-08T14:17:11,environment,Anomaly,56.0,29.5,30.0,103.0,IPC1
2025-08-08T14:17:12,environment,Anomaly,56.0,30.0,103.5,29.5,IPC1
2025-08-08T14:17:13,environment,Anomaly,55.3,29.5,103.0,102.5,IPC1
