Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-08T14:39:34,environment,Anomaly,73.3,103.0,30.0,49.0,IPC1
2025-08-08T14:39:35,environment,Anomaly,73.3,103.5,30.0,153.5,IPC1
2025-08-08T14:39:36,environment,Anomaly,54.9,153.5,30.0,29.5,IPC1
2025-08-08T14:39:37,environment,Anomaly,54.9,30.0,103.5,153.0,IPC1
2025-08-08T14:39:38,environment,Anomaly,54.8,30.0,103.0,29.5,IPC1
2025-08-08T14:39:39,environment,Anomaly,54.8,29.5,30.0,49.0,IPC1
2025-08-08T14:39:40,environment,Anomaly,54.7,103.0,29.5,30.0,IPC1
2025-08-08T14:39:41,environment,Anomaly,55.3,171.5,103.0,30.0,IPC1
2025-08-08T14:39:42,environment,Anomaly,55.6,30.0,103.5,29.5,IPC1
2025-08-08T14:39:43,environment,Anomaly,55.6,104.5,103.0,30.0,IPC1
2025-08-08T14:39:44,environment,Anomaly,54.7,30.0,103.0,29.5,IPC1
2025-08-08T14:39:45,environment,Anomaly,58.9,30.0,29.5,153.0,IPC1
2025-08-08T14:39:46,environment,Anomaly,58.9,30.0,129.0,49.5,IPC1
2025-08-08T14:39:47,environment,Anomaly,57.6,29.5,30.0,103.5,IPC1
2025-08-08T14:39:48,environment,Anomaly,57.6,29.5,30.0,103.0,IPC1
2025-08-08T14:39:49,environment,Anomaly,55.7,118.5,103.0,152.5,IPC1
2025-08-08T14:39:51,environment,Anomaly,55.7,30.0,103.5,29.5,IPC1
2025-08-08T14:39:52,environment,Anomaly,55.8,103.5,30.0,171.5,IPC1
2025-08-08T14:39:53,environment,Anomaly,55.8,103.5,30.0,158.5,IPC1
2025-08-08T14:39:54,environment,Anomaly,54.7,103.0,50.5,171.5,IPC1
2025-08-08T14:39:55,environment,Anomaly,54.7,171.5,153.0,110.5,IPC1
2025-08-08T14:39:56,environment,Anomaly,54.5,171.5,30.0,117.5,IPC1
2025-08-08T14:39:57,environment,Anomaly,54.5,30.0,103.0,29.5,IPC1
2025-08-08T14:39:58,environment,Anomaly,54.1,30.0,118.0,103.0,IPC1
2025-08-08T14:39:59,environment,Anomaly,55.4,118.0,103.5,103.0,IPC1
2025-08-08T14:40:00,environment,Anomaly,55.4,30.0,171.5,29.5,IPC1
2025-08-08T14:40:01,environment,Anomaly,54.5,30.0,29.5,153.0,IPC1
2025-08-08T14:40:02,environment,Anomaly,54.3,171.5,103.0,30.0,IPC1
2025-08-08T14:40:03,environment,Anomaly,55.2,103.0,29.5,171.5,IPC1
2025-08-08T14:40:04,environment,Anomaly,55.2,29.5,153.5,171.5,IPC1
2025-08-08T14:40:06,environment,Anomaly,54.4,153.5,171.5,103.5,IPC1
2025-08-08T14:40:07,environment,Anomaly,65.3,30.0,103.0,325.0,IPC1
2025-08-08T14:40:08,environment,Anomaly,66.6,29.5,103.5,688.0,IPC1
2025-08-08T14:40:09,environment,Anomaly,66.6,30.0,46.0,688.0,IPC1
2025-08-08T14:40:10,environment,Anomaly,58.5,30.0,103.5,29.5,IPC1
2025-08-08T14:40:11,environment,Anomaly,55.0,30.0,29.5,103.5,IPC1
2025-08-08T14:40:12,environment,Anomaly,60.9,30.0,49.0,29.5,IPC1
2025-08-08T14:40:13,environment,Anomaly,60.9,30.0,29.5,103.0,IPC1
2025-08-08T14:40:14,environment,Anomaly,53.6,103.5,30.0,171.5,IPC1
2025-08-08T14:40:15,environment,Anomaly,59.1,103.5,30.0,103.0,IPC1
2025-08-08T14:40:16,environment,Anomaly,75.6,30.0,49.0,29.5,IPC1
2025-08-08T14:40:17,environment,Anomaly,75.6,29.5,171.0,212.5,IPC1
2025-08-08T14:40:18,environment,Anomaly,55.0,30.0,153.0,38.0,IPC1
2025-08-08T14:40:19,environment,Anomaly,55.4,30.0,29.5,103.5,IPC1
2025-08-08T14:40:20,environment,Anomaly,58.4,30.0,154.0,136.0,IPC1
2025-08-08T14:40:21,environment,Anomaly,58.4,30.0,136.0,135.5,IPC1
2025-08-08T14:40:22,environment,Anomaly,61.6,30.0,48.0,50.5,IPC1
