Timestamp,Component,Component_proba,Status,Status_proba,dB,TopFreq1,TopFreq2,TopFreq3,TopFreq4,TopFreq5,Tester_id,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
2025-08-13T13:00:36,environment,1.00,Normal,,63.65,311.81,443.98,526.53,RPB1,-339.37,123.73,35.78,39.50,24.04,-1.01,7.48,2.97,1.56,-2.23,4.18,2.23,2.63
2025-08-13T13:00:37,environment,1.00,Normal,,61.21,357.94,304.84,451.99,514.47,RPB1,-353.99,123.45,38.33,32.36,25.52,4.55,6.81,4.99,4.08,1.87,3.91,2.74,2.93
2025-08-13T13:00:38,environment,1.00,Normal,,60.36,360.29,446.59,301.49,523.97,RPB1,-370.97,128.06,43.17,28.89,25.17,7.04,8.93,6.50,4.20,1.45,3.19,2.57,1.49
2025-08-13T13:00:39,environment,1.00,Normal,,60.89,318.39,436.81,378.80,527.68,RPB1,-354.63,118.64,42.60,28.95,24.64,8.64,10.40,6.05,4.04,0.14,3.72,2.21,1.55
2025-08-13T13:00:40,environment,1.00,Normal,,60.80,357.22,434.87,301.61,515.81,RPB1,-349.84,113.49,41.50,31.65,24.78,8.53,11.88,6.67,3.45,0.79,3.87,2.68,2.04
