Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-12T11:30:55,environment,Normal,57.91,411.00,417.50,3151.00,IPC1
2025-08-12T11:30:56,environment,Normal,53.97,10050.00,11025.00,6000.00,IPC1
2025-08-12T11:30:57,environment,Normal,49.68,10050.00,11025.00,6000.00,IPC1
2025-08-12T11:30:58,environment,Normal,50.49,10050.00,11025.00,10163.50,IPC1
2025-08-12T11:30:59,environment,Normal,55.84,10050.00,594.50,478.50,IPC1
2025-08-12T11:31:00,environment,Normal,55.66,10050.00,11025.00,6000.00,IPC1
2025-08-12T11:31:01,environment,Normal,51.50,10050.00,11025.00,6000.00,IPC1
2025-08-12T11:31:02,environment,Normal,59.15,447.00,411.50,1285.00,IPC1
2025-08-12T11:31:03,environment,Normal,58.96,10050.00,1285.50,448.00,IPC1
2025-08-12T11:31:04,environment,Normal,52.99,10050.00,11025.00,10163.50,IPC1
