Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-12T11:23:30,elevator,Anomaly,91.13,1000.00,999.50,1000.50,IPC1
2025-08-12T11:23:31,elevator,Anomaly,91.07,1000.00,1000.50,1001.00,IPC1
2025-08-12T11:23:32,elevator,Anomaly,90.94,1000.00,2000.00,1000.50,IPC1
2025-08-12T11:23:33,elevator,Anomaly,90.98,1000.00,2000.00,1999.50,IPC1
2025-08-12T11:23:34,elevator,Anomaly,90.99,1000.00,2000.00,1999.50,IPC1
2025-08-12T11:23:35,elevator,Anomaly,91.13,1000.00,2000.00,999.50,IPC1
2025-08-12T11:23:36,elevator,Anomaly,91.10,1000.00,2000.00,999.50,IPC1
2025-08-12T11:23:37,elevator,Anomaly,90.85,1000.00,999.50,2000.00,IPC1
2025-08-12T11:23:38,elevator,Anomaly,90.72,1000.00,999.50,1000.50,IPC1
2025-08-12T11:23:39,elevator,Anomaly,90.62,1000.00,1000.50,999.50,IPC1
