Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-12T12:29:12,gripper,Anomaly,79.67,690.50,1325.50,654.00,IPC1
2025-08-12T12:29:13,gripper,Anomaly,80.05,1131.50,1188.50,1129.00,IPC1
2025-08-12T12:29:14,gripper,Anomaly,69.18,1130.00,1179.00,1160.00,IPC1
2025-08-12T12:29:15,gripper,Anomaly,66.93,472.50,473.00,480.00,IPC1
2025-08-12T12:29:16,gripper,Anomaly,68.20,473.00,480.00,472.00,IPC1
2025-08-12T12:29:17,gripper,Anomaly,67.51,544.50,536.00,549.50,IPC1
2025-08-12T12:29:18,environment,Anomaly,67.26,486.50,484.50,486.00,IPC1
2025-08-12T12:29:19,environment,Anomaly,70.02,494.50,499.00,495.00,IPC1
2025-08-12T12:29:20,environment,Anomaly,68.44,498.50,533.50,494.50,IPC1
2025-08-12T12:29:21,environment,Anomaly,66.11,524.50,442.50,441.50,IPC1
