Timestamp,Component,Status,dB,TopFreq1,TopFreq2,TopFreq3,Tester_id
2025-08-12T12:35:22,gripper,Anomaly,75.99,523.50,3413.00,3436.50,IPC1
2025-08-12T12:35:23,environment,Anomaly,76.00,523.50,523.00,3457.00,IPC1
2025-08-12T12:35:24,environment,Anomaly,64.99,523.00,523.50,1786.00,IPC1
2025-08-12T12:35:25,environment,Anomaly,63.61,523.50,523.00,524.00,IPC1
2025-08-12T12:35:27,environment,Normal,56.27,523.50,523.00,554.50,IPC1
2025-08-12T12:35:28,environment,Normal,55.92,554.50,523.50,523.00,IPC1
2025-08-12T12:35:29,elevator,Normal,59.29,523.50,523.00,524.00,IPC1
2025-08-12T12:35:30,elevator,Anomaly,64.27,523.50,525.50,524.50,IPC1
2025-08-12T12:35:31,elevator,Anomaly,69.23,765.50,765.00,763.50,IPC1
2025-08-12T12:35:32,elevator,Anomaly,69.49,765.50,766.00,765.00,IPC1
