timestamp,db
2025-09-03T07:42:00.544Z,59.135
2025-09-03T07:42:01.561Z,58.831
2025-09-03T07:42:02.592Z,59.519
2025-09-03T07:42:03.626Z,59.842
2025-09-03T07:42:04.672Z,66.166
2025-09-03T07:42:05.674Z,59.666
2025-09-03T07:42:06.677Z,61.145
2025-09-03T07:42:07.691Z,62.230
2025-09-03T07:42:08.703Z,61.030
2025-09-03T07:42:09.706Z,64.240
2025-09-03T07:42:10.784Z,60.117
2025-09-03T07:42:11.790Z,60.167
2025-09-03T07:42:12.805Z,62.231
2025-09-03T07:42:13.821Z,60.247
2025-09-03T07:42:14.854Z,61.450
2025-09-03T07:42:15.854Z,63.549
2025-09-03T07:42:16.869Z,60.701
2025-09-03T07:42:17.936Z,59.066
2025-09-03T07:42:18.943Z,59.367
2025-09-03T07:42:19.983Z,60.840
2025-09-03T07:42:21.017Z,60.431
2025-09-03T07:42:22.024Z,61.202
2025-09-03T07:42:23.084Z,61.033
2025-09-03T07:42:24.112Z,61.087
2025-09-03T07:42:25.167Z,60.668
2025-09-03T07:42:26.182Z,61.113
2025-09-03T07:42:27.247Z,74.296
2025-09-03T07:42:28.248Z,61.923
2025-09-03T07:42:29.261Z,71.733
2025-09-03T07:42:30.264Z,71.322
2025-09-03T07:42:31.312Z,72.693
2025-09-03T07:42:32.329Z,67.017
2025-09-03T07:42:33.343Z,60.474
2025-09-03T07:42:34.362Z,63.293
2025-09-03T07:42:35.376Z,61.008
2025-09-03T07:42:36.432Z,70.952
2025-09-03T07:42:37.463Z,70.181
2025-09-03T07:42:38.510Z,60.941
2025-09-03T07:42:39.527Z,69.291
2025-09-03T07:42:40.593Z,69.329
2025-09-03T07:42:41.616Z,59.832
2025-09-03T07:42:42.687Z,66.181
2025-09-03T07:42:43.691Z,61.177
2025-09-03T07:42:44.724Z,71.793
2025-09-03T07:42:45.774Z,72.879
2025-09-03T07:42:46.806Z,71.605
2025-09-03T07:42:47.822Z,71.274
2025-09-03T07:42:48.838Z,73.012
2025-09-03T07:42:49.871Z,70.079
2025-09-03T07:42:50.955Z,63.620
2025-09-03T07:42:51.988Z,63.256
2025-09-03T07:42:53.036Z,60.073
2025-09-03T07:42:54.038Z,60.143
2025-09-03T07:42:55.051Z,67.823
2025-09-03T07:42:56.085Z,63.002
2025-09-03T07:42:57.136Z,62.176
2025-09-03T07:42:58.156Z,61.498
2025-09-03T07:42:59.199Z,67.889
2025-09-03T07:43:00.218Z,69.141
2025-09-03T07:43:01.231Z,75.791
2025-09-03T07:43:02.281Z,84.709
2025-09-03T07:43:03.350Z,75.993
2025-09-03T07:43:04.431Z,71.450
2025-09-03T07:43:05.469Z,59.717
2025-09-03T07:43:06.477Z,60.620
2025-09-03T07:43:07.477Z,72.333
2025-09-03T07:43:08.549Z,71.892
2025-09-03T07:43:09.557Z,69.661
2025-09-03T07:43:10.558Z,71.159
2025-09-03T07:43:11.578Z,73.357
2025-09-03T07:43:12.597Z,68.626
2025-09-03T07:43:13.608Z,67.088
2025-09-03T07:43:14.622Z,74.438
2025-09-03T07:43:15.624Z,70.418
2025-09-03T07:43:16.680Z,72.194
2025-09-03T07:43:17.705Z,74.312
2025-09-03T07:43:18.709Z,72.817
2025-09-03T07:43:19.722Z,65.871
2025-09-03T07:43:20.730Z,66.027
2025-09-03T07:43:21.737Z,75.724
2025-09-03T07:43:22.753Z,65.055
2025-09-03T07:43:23.769Z,71.475
2025-09-03T07:43:24.778Z,80.831
2025-09-03T07:43:25.784Z,66.759
2025-09-03T07:43:26.810Z,85.798
2025-09-03T07:43:27.867Z,75.082
2025-09-03T07:43:28.917Z,70.520
2025-09-03T07:43:29.929Z,81.405
2025-09-03T07:43:30.931Z,80.925
2025-09-03T07:43:31.982Z,90.557
2025-09-03T07:43:32.997Z,63.401
2025-09-03T07:43:34.032Z,61.487
2025-09-03T07:43:35.045Z,60.963
2025-09-03T07:43:36.045Z,60.757
2025-09-03T07:43:37.095Z,60.209
2025-09-03T07:43:38.096Z,60.570
2025-09-03T07:43:39.110Z,59.599
2025-09-03T07:43:40.160Z,59.677
2025-09-03T07:43:41.209Z,58.151
2025-09-03T07:43:42.250Z,61.778
2025-09-03T07:43:43.256Z,67.177
2025-09-03T07:43:44.257Z,70.514
2025-09-03T07:43:45.273Z,68.253
2025-09-03T07:43:46.290Z,64.965
2025-09-03T07:43:47.319Z,60.544
2025-09-03T07:43:48.321Z,64.158
2025-09-03T07:43:49.335Z,71.373
2025-09-03T07:43:50.409Z,59.968
2025-09-03T07:43:51.416Z,61.385
2025-09-03T07:43:52.440Z,60.663
2025-09-03T07:43:53.530Z,63.477
2025-09-03T07:43:54.534Z,61.902
2025-09-03T07:43:55.592Z,61.533
2025-09-03T07:43:56.600Z,63.148
2025-09-03T07:43:57.606Z,64.778
2025-09-03T07:43:58.608Z,59.807
2025-09-03T07:43:59.672Z,60.382
2025-09-03T07:44:00.680Z,61.007
2025-09-03T07:44:01.714Z,60.871
2025-09-03T07:44:02.730Z,61.144
2025-09-03T07:44:03.784Z,58.983
2025-09-03T07:44:04.815Z,58.734
2025-09-03T07:44:05.845Z,61.411
2025-09-03T07:44:06.888Z,66.362
2025-09-03T07:44:07.894Z,61.448
2025-09-03T07:44:08.912Z,59.316
2025-09-03T07:44:09.942Z,59.925
2025-09-03T07:44:10.958Z,60.261
2025-09-03T07:44:11.972Z,58.899
2025-09-03T07:44:12.991Z,72.800
2025-09-03T07:44:14.006Z,62.627
2025-09-03T07:44:15.074Z,71.818
2025-09-03T07:44:16.135Z,69.651
2025-09-03T07:44:17.188Z,68.534
2025-09-03T07:44:18.238Z,64.232
2025-09-03T07:44:19.252Z,60.371
2025-09-03T07:44:20.254Z,59.014
2025-09-03T07:44:21.269Z,60.705
2025-09-03T07:44:22.270Z,60.254
2025-09-03T07:44:23.285Z,61.234
2025-09-03T07:44:24.301Z,60.267
2025-09-03T07:44:25.365Z,59.169
2025-09-03T07:44:26.384Z,60.310
2025-09-03T07:44:27.417Z,59.973
2025-09-03T07:44:28.432Z,60.028
2025-09-03T07:44:29.449Z,60.367
2025-09-03T07:44:30.482Z,58.908
2025-09-03T07:44:31.497Z,59.760
2025-09-03T07:44:32.512Z,61.724
