timestamp,db
2025-09-03T11:40:24.612Z,65.356
2025-09-03T11:40:24.627Z,64.347
2025-09-03T11:40:24.659Z,63.194
2025-09-03T11:40:24.675Z,64.041
2025-09-03T11:40:24.707Z,64.226
2025-09-03T11:40:24.724Z,62.748
2025-09-03T11:40:24.755Z,61.814
2025-09-03T11:40:24.772Z,61.409
2025-09-03T11:40:24.804Z,61.453
2025-09-03T11:40:24.819Z,62.630
2025-09-03T11:40:24.836Z,62.929
2025-09-03T11:40:24.868Z,65.267
2025-09-03T11:40:24.884Z,68.478
2025-09-03T11:40:24.916Z,70.282
2025-09-03T11:40:24.931Z,65.737
2025-09-03T11:40:24.964Z,65.047
2025-09-03T11:40:24.979Z,61.400
2025-09-03T11:40:25.011Z,62.818
2025-09-03T11:40:25.028Z,66.577
2025-09-03T11:40:25.043Z,65.229
2025-09-03T11:40:25.076Z,64.245
2025-09-03T11:40:25.092Z,60.688
2025-09-03T11:40:25.123Z,65.040
2025-09-03T11:40:25.139Z,64.972
2025-09-03T11:40:25.172Z,64.190
2025-09-03T11:40:25.188Z,65.137
2025-09-03T11:40:25.220Z,65.487
2025-09-03T11:40:25.236Z,65.555
2025-09-03T11:40:25.268Z,65.461
2025-09-03T11:40:25.283Z,65.553
2025-09-03T11:40:25.300Z,65.557
2025-09-03T11:40:25.332Z,64.029
2025-09-03T11:40:25.348Z,66.147
2025-09-03T11:40:25.380Z,65.565
2025-09-03T11:40:25.395Z,62.819
2025-09-03T11:40:25.428Z,64.202
2025-09-03T11:40:25.444Z,63.305
2025-09-03T11:40:25.475Z,60.570
2025-09-03T11:40:25.491Z,62.460
2025-09-03T11:40:25.524Z,63.229
2025-09-03T11:40:25.540Z,68.120
2025-09-03T11:40:25.557Z,70.248
2025-09-03T11:40:25.588Z,69.095
2025-09-03T11:40:25.604Z,65.760
2025-09-03T11:40:25.635Z,65.368
2025-09-03T11:40:25.652Z,66.589
2025-09-03T11:40:25.684Z,67.071
2025-09-03T11:40:25.700Z,65.862
2025-09-03T11:40:25.731Z,64.427
2025-09-03T11:40:25.747Z,64.614
2025-09-03T11:40:25.763Z,62.218
2025-09-03T11:40:25.795Z,63.663
2025-09-03T11:40:25.812Z,66.062
2025-09-03T11:40:25.843Z,65.725
2025-09-03T11:40:25.859Z,64.400
2025-09-03T11:40:25.891Z,66.856
2025-09-03T11:40:25.907Z,64.759
2025-09-03T11:40:25.939Z,67.804
2025-09-03T11:40:25.955Z,68.058
2025-09-03T11:40:25.988Z,66.727
2025-09-03T11:40:26.004Z,65.800
2025-09-03T11:40:26.020Z,64.786
2025-09-03T11:40:26.052Z,66.951
2025-09-03T11:40:26.068Z,68.158
2025-09-03T11:40:26.099Z,67.859
2025-09-03T11:40:26.116Z,68.038
2025-09-03T11:40:26.147Z,68.225
2025-09-03T11:40:26.163Z,62.895
2025-09-03T11:40:26.196Z,63.983
2025-09-03T11:40:26.211Z,66.444
2025-09-03T11:40:26.243Z,66.802
2025-09-03T11:40:26.260Z,66.485
2025-09-03T11:40:26.276Z,64.443
2025-09-03T11:40:26.308Z,64.252
2025-09-03T11:40:26.324Z,60.791
2025-09-03T11:40:26.356Z,62.435
2025-09-03T11:40:26.372Z,62.547
2025-09-03T11:40:26.404Z,62.590
2025-09-03T11:40:26.420Z,64.990
2025-09-03T11:40:26.451Z,64.831
2025-09-03T11:40:26.468Z,64.417
2025-09-03T11:40:26.484Z,62.203
2025-09-03T11:40:26.515Z,64.261
2025-09-03T11:40:26.531Z,64.904
2025-09-03T11:40:26.563Z,66.127
2025-09-03T11:40:26.579Z,67.428
2025-09-03T11:40:26.612Z,64.848
2025-09-03T11:40:26.627Z,66.424
2025-09-03T11:40:26.659Z,63.070
2025-09-03T11:40:26.675Z,63.155
2025-09-03T11:40:26.707Z,66.038
2025-09-03T11:40:26.723Z,65.144
2025-09-03T11:40:26.739Z,68.264
2025-09-03T11:40:26.771Z,68.969
2025-09-03T11:40:26.787Z,68.647
2025-09-03T11:40:26.819Z,71.131
2025-09-03T11:40:26.836Z,69.080
