timestamp,db
2025-09-03T11:42:51.199Z,66.761
2025-09-03T11:42:53.201Z,71.379
2025-09-03T11:42:55.202Z,67.587
2025-09-03T11:42:57.203Z,65.274
2025-09-03T11:42:59.204Z,65.404
2025-09-03T11:43:01.205Z,65.590
2025-09-03T11:43:03.206Z,65.130
2025-09-03T11:43:05.207Z,65.164
2025-09-03T11:43:07.207Z,65.498
2025-09-03T11:43:09.208Z,65.047
2025-09-03T11:43:11.208Z,65.779
2025-09-03T11:43:13.209Z,64.792
2025-09-03T11:43:15.209Z,65.082
2025-09-03T11:43:17.209Z,65.227
2025-09-03T11:43:19.210Z,64.881
2025-09-03T11:43:21.211Z,64.631
2025-09-03T11:43:23.212Z,65.232
2025-09-03T11:43:25.222Z,64.756
2025-09-03T11:43:27.223Z,64.898
2025-09-03T11:43:29.223Z,64.249
2025-09-03T11:43:31.224Z,65.258
2025-09-03T11:43:33.225Z,65.235
2025-09-03T11:43:35.226Z,65.000
2025-09-03T11:43:37.226Z,65.294
2025-09-03T11:43:39.227Z,65.119
2025-09-03T11:43:41.228Z,65.130
2025-09-03T11:43:43.229Z,64.619
