timestamp,db
2025-09-03T11:37:53.553Z,63.179
2025-09-03T11:37:53.569Z,62.533
2025-09-03T11:37:53.601Z,62.478
2025-09-03T11:37:53.619Z,62.272
2025-09-03T11:37:53.649Z,63.338
2025-09-03T11:37:53.665Z,65.751
2025-09-03T11:37:53.697Z,62.074
2025-09-03T11:37:53.714Z,61.980
2025-09-03T11:37:53.745Z,66.620
2025-09-03T11:37:53.762Z,64.407
2025-09-03T11:37:53.794Z,65.976
2025-09-03T11:37:53.809Z,65.719
2025-09-03T11:37:53.825Z,65.510
2025-09-03T11:37:53.858Z,64.144
2025-09-03T11:37:53.874Z,65.679
2025-09-03T11:37:53.905Z,65.116
2025-09-03T11:37:53.922Z,63.104
2025-09-03T11:37:53.953Z,63.202
2025-09-03T11:37:53.969Z,66.890
2025-09-03T11:37:54.002Z,66.322
2025-09-03T11:37:54.018Z,66.276
2025-09-03T11:37:54.032Z,66.053
2025-09-03T11:37:54.065Z,64.882
2025-09-03T11:37:54.081Z,63.181
2025-09-03T11:37:54.113Z,67.568
2025-09-03T11:37:54.129Z,65.498
2025-09-03T11:37:54.160Z,63.143
2025-09-03T11:37:54.177Z,62.491
2025-09-03T11:37:54.209Z,62.484
2025-09-03T11:37:54.224Z,60.568
2025-09-03T11:37:54.256Z,65.785
2025-09-03T11:37:54.273Z,66.446
2025-09-03T11:37:54.288Z,61.729
2025-09-03T11:37:54.321Z,64.840
2025-09-03T11:37:54.336Z,62.867
2025-09-03T11:37:54.369Z,63.212
2025-09-03T11:37:54.385Z,62.556
2025-09-03T11:37:54.417Z,60.727
2025-09-03T11:37:54.434Z,59.964
2025-09-03T11:37:54.466Z,63.347
2025-09-03T11:37:54.482Z,60.708
2025-09-03T11:37:54.514Z,62.463
2025-09-03T11:37:54.528Z,62.746
2025-09-03T11:37:54.545Z,64.655
2025-09-03T11:37:54.577Z,64.699
2025-09-03T11:37:54.593Z,64.811
2025-09-03T11:37:54.625Z,64.793
2025-09-03T11:37:54.641Z,63.924
2025-09-03T11:37:54.673Z,66.046
2025-09-03T11:37:54.689Z,64.786
2025-09-03T11:37:54.721Z,62.212
2025-09-03T11:37:54.737Z,67.563
2025-09-03T11:37:54.753Z,63.668
2025-09-03T11:37:54.784Z,59.560
2025-09-03T11:37:54.801Z,62.572
2025-09-03T11:37:54.833Z,62.556
2025-09-03T11:37:54.849Z,64.972
2025-09-03T11:37:54.882Z,62.536
2025-09-03T11:37:54.897Z,62.978
2025-09-03T11:37:54.929Z,62.317
2025-09-03T11:37:54.945Z,62.109
2025-09-03T11:37:54.977Z,62.196
2025-09-03T11:37:54.994Z,64.491
2025-09-03T11:37:55.010Z,67.771
2025-09-03T11:37:55.042Z,64.203
2025-09-03T11:37:55.058Z,63.924
2025-09-03T11:37:55.089Z,61.070
2025-09-03T11:37:55.105Z,64.563
2025-09-03T11:37:55.137Z,62.182
2025-09-03T11:37:55.154Z,62.682
2025-09-03T11:37:55.185Z,64.608
2025-09-03T11:37:55.202Z,62.063
2025-09-03T11:37:55.233Z,63.565
2025-09-03T11:37:55.249Z,61.711
2025-09-03T11:37:55.265Z,62.554
2025-09-03T11:37:55.298Z,65.647
2025-09-03T11:37:55.314Z,62.640
2025-09-03T11:37:55.346Z,62.648
2025-09-03T11:37:55.361Z,61.982
2025-09-03T11:37:55.393Z,63.498
2025-09-03T11:37:55.410Z,59.412
2025-09-03T11:37:55.441Z,63.824
2025-09-03T11:37:55.458Z,66.834
2025-09-03T11:37:55.473Z,62.988
2025-09-03T11:37:55.505Z,63.540
2025-09-03T11:37:55.522Z,64.482
2025-09-03T11:37:55.553Z,63.789
2025-09-03T11:37:55.569Z,63.304
2025-09-03T11:37:55.601Z,63.424
2025-09-03T11:37:55.617Z,64.895
2025-09-03T11:37:55.649Z,65.091
2025-09-03T11:37:55.666Z,60.798
2025-09-03T11:37:55.698Z,64.754
2025-09-03T11:37:55.714Z,65.220
2025-09-03T11:37:55.729Z,63.106
2025-09-03T11:37:55.761Z,64.690
2025-09-03T11:37:55.777Z,60.462
2025-09-03T11:37:55.810Z,64.901
2025-09-03T11:37:55.825Z,60.735
2025-09-03T11:37:55.858Z,62.018
2025-09-03T11:37:55.873Z,61.194
2025-09-03T11:37:55.905Z,64.111
2025-09-03T11:37:55.921Z,62.645
2025-09-03T11:37:55.938Z,62.358
2025-09-03T11:37:55.970Z,66.387
2025-09-03T11:37:55.985Z,65.141
2025-09-03T11:37:56.017Z,63.080
2025-09-03T11:37:56.034Z,63.426
2025-09-03T11:37:56.065Z,63.272
2025-09-03T11:37:56.082Z,66.108
2025-09-03T11:37:56.114Z,63.812
2025-09-03T11:37:56.130Z,67.173
2025-09-03T11:37:56.161Z,63.104
2025-09-03T11:37:56.177Z,63.425
2025-09-03T11:37:56.193Z,62.400
2025-09-03T11:37:56.225Z,65.370
2025-09-03T11:37:56.241Z,65.963
2025-09-03T11:37:56.273Z,61.563
2025-09-03T11:37:56.290Z,64.566
2025-09-03T11:37:56.322Z,65.185
2025-09-03T11:37:56.337Z,63.939
2025-09-03T11:37:56.369Z,62.730
2025-09-03T11:37:56.385Z,62.129
2025-09-03T11:37:56.417Z,62.140
2025-09-03T11:37:56.433Z,63.487
2025-09-03T11:37:56.449Z,62.222
2025-09-03T11:37:56.483Z,61.674
2025-09-03T11:37:56.498Z,63.124
2025-09-03T11:37:56.530Z,62.428
2025-09-03T11:37:56.545Z,61.816
2025-09-03T11:37:56.577Z,61.608
2025-09-03T11:37:56.594Z,64.192
2025-09-03T11:37:56.626Z,62.160
2025-09-03T11:37:56.642Z,62.396
2025-09-03T11:37:56.657Z,61.501
2025-09-03T11:37:56.689Z,63.695
2025-09-03T11:37:56.705Z,61.887
2025-09-03T11:37:56.738Z,63.640
2025-09-03T11:37:56.753Z,61.966
2025-09-03T11:37:56.786Z,58.344
2025-09-03T11:37:56.801Z,60.313
2025-09-03T11:37:56.834Z,63.085
2025-09-03T11:37:56.850Z,61.836
2025-09-03T11:37:56.881Z,63.630
2025-09-03T11:37:56.897Z,64.927
2025-09-03T11:37:56.913Z,62.069
2025-09-03T11:37:56.946Z,62.817
2025-09-03T11:37:56.961Z,63.066
2025-09-03T11:37:56.993Z,61.655
2025-09-03T11:37:57.009Z,62.459
2025-09-03T11:37:57.041Z,61.499
2025-09-03T11:37:57.058Z,62.442
2025-09-03T11:37:57.090Z,60.537
2025-09-03T11:37:57.106Z,62.294
2025-09-03T11:37:57.137Z,63.331
2025-09-03T11:37:57.153Z,62.087
2025-09-03T11:37:57.170Z,62.560
2025-09-03T11:37:57.201Z,65.816
2025-09-03T11:37:57.217Z,64.449
2025-09-03T11:37:57.249Z,63.457
2025-09-03T11:37:57.265Z,63.016
2025-09-03T11:37:57.297Z,63.381
2025-09-03T11:37:57.313Z,61.337
2025-09-03T11:37:57.345Z,62.236
2025-09-03T11:37:57.361Z,64.037
2025-09-03T11:37:57.377Z,62.038
2025-09-03T11:37:57.410Z,62.997
2025-09-03T11:37:57.426Z,63.858
2025-09-03T11:37:57.457Z,63.505
2025-09-03T11:37:57.473Z,61.796
2025-09-03T11:37:57.505Z,65.027
2025-09-03T11:37:57.521Z,62.381
2025-09-03T11:37:57.553Z,61.656
2025-09-03T11:37:57.569Z,64.661
2025-09-03T11:37:57.601Z,63.897
2025-09-03T11:37:57.618Z,62.753
2025-09-03T11:37:57.634Z,63.751
2025-09-03T11:37:57.665Z,61.018
2025-09-03T11:37:57.681Z,64.662
2025-09-03T11:37:57.714Z,64.764
2025-09-03T11:37:57.730Z,65.149
2025-09-03T11:37:57.762Z,61.594
2025-09-03T11:37:57.778Z,63.894
2025-09-03T11:37:57.810Z,62.572
2025-09-03T11:37:57.826Z,64.112
2025-09-03T11:37:57.841Z,66.651
2025-09-03T11:37:57.873Z,61.451
2025-09-03T11:37:57.890Z,63.770
2025-09-03T11:37:57.921Z,63.409
2025-09-03T11:37:57.938Z,61.027
2025-09-03T11:37:57.970Z,62.412
2025-09-03T11:37:57.985Z,64.082
2025-09-03T11:37:58.017Z,63.766
2025-09-03T11:37:58.034Z,62.136
2025-09-03T11:37:58.065Z,62.366
2025-09-03T11:37:58.082Z,61.619
2025-09-03T11:37:58.097Z,62.911
2025-09-03T11:37:58.129Z,63.599
2025-09-03T11:37:58.145Z,65.335
2025-09-03T11:37:58.177Z,62.900
2025-09-03T11:37:58.193Z,63.084
2025-09-03T11:37:58.225Z,64.617
2025-09-03T11:37:58.241Z,64.216
2025-09-03T11:37:58.273Z,63.592
2025-09-03T11:37:58.289Z,61.025
2025-09-03T11:37:58.321Z,63.129
2025-09-03T11:37:58.338Z,60.643
2025-09-03T11:37:58.353Z,64.295
2025-09-03T11:37:58.385Z,68.933
2025-09-03T11:37:58.401Z,63.076
2025-09-03T11:37:58.433Z,63.050
2025-09-03T11:37:58.450Z,62.517
2025-09-03T11:37:58.482Z,65.229
2025-09-03T11:37:58.497Z,63.503
2025-09-03T11:37:58.530Z,64.755
2025-09-03T11:37:58.546Z,63.841
2025-09-03T11:37:58.561Z,62.804
2025-09-03T11:37:58.593Z,67.779
2025-09-03T11:37:58.609Z,65.568
2025-09-03T11:37:58.641Z,64.807
2025-09-03T11:37:58.656Z,63.902
2025-09-03T11:37:58.689Z,61.491
2025-09-03T11:37:58.706Z,61.831
2025-09-03T11:37:58.738Z,66.577
2025-09-03T11:37:58.753Z,64.697
2025-09-03T11:37:58.785Z,61.793
2025-09-03T11:37:58.802Z,63.703
2025-09-03T11:37:58.817Z,63.341
2025-09-03T11:37:58.850Z,65.517
2025-09-03T11:37:58.865Z,64.679
2025-09-03T11:37:58.897Z,65.498
2025-09-03T11:37:58.913Z,62.931
2025-09-03T11:37:58.946Z,63.217
2025-09-03T11:37:58.961Z,62.760
2025-09-03T11:37:58.993Z,66.246
2025-09-03T11:37:59.009Z,65.380
2025-09-03T11:37:59.041Z,65.009
2025-09-03T11:37:59.057Z,64.814
2025-09-03T11:37:59.073Z,62.087
2025-09-03T11:37:59.105Z,62.857
2025-09-03T11:37:59.122Z,59.285
2025-09-03T11:37:59.153Z,62.988
2025-09-03T11:37:59.169Z,63.741
2025-09-03T11:37:59.202Z,62.532
2025-09-03T11:37:59.218Z,61.710
2025-09-03T11:37:59.249Z,62.681
2025-09-03T11:37:59.265Z,62.134
2025-09-03T11:37:59.281Z,62.560
2025-09-03T11:37:59.313Z,63.351
2025-09-03T11:37:59.329Z,64.817
2025-09-03T11:37:59.361Z,66.470
2025-09-03T11:37:59.377Z,61.994
2025-09-03T11:37:59.409Z,61.278
2025-09-03T11:37:59.425Z,63.812
2025-09-03T11:37:59.457Z,63.001
2025-09-03T11:37:59.473Z,59.671
2025-09-03T11:37:59.506Z,60.779
2025-09-03T11:37:59.522Z,64.848
2025-09-03T11:37:59.537Z,61.364
2025-09-03T11:37:59.569Z,63.415
2025-09-03T11:37:59.585Z,63.470
2025-09-03T11:37:59.617Z,62.799
2025-09-03T11:37:59.633Z,62.320
2025-09-03T11:37:59.665Z,63.522
2025-09-03T11:37:59.681Z,62.340
2025-09-03T11:37:59.713Z,63.454
2025-09-03T11:37:59.730Z,62.403
