timestamp,db
2025-09-03T11:37:59.761Z,61.942
2025-09-03T11:37:59.778Z,62.700
2025-09-03T11:37:59.793Z,63.198
2025-09-03T11:37:59.825Z,64.951
2025-09-03T11:37:59.841Z,60.620
2025-09-03T11:37:59.874Z,60.743
2025-09-03T11:37:59.889Z,61.016
2025-09-03T11:37:59.921Z,63.359
2025-09-03T11:37:59.938Z,63.205
2025-09-03T11:37:59.970Z,64.865
2025-09-03T11:37:59.985Z,64.586
2025-09-03T11:38:00.001Z,63.604
2025-09-03T11:38:00.033Z,62.650
2025-09-03T11:38:00.049Z,62.627
2025-09-03T11:38:00.081Z,63.685
2025-09-03T11:38:00.098Z,62.854
2025-09-03T11:38:00.128Z,62.904
2025-09-03T11:38:00.145Z,63.566
2025-09-03T11:38:00.177Z,60.148
2025-09-03T11:38:00.194Z,60.227
2025-09-03T11:38:00.225Z,63.048
2025-09-03T11:38:00.241Z,61.315
2025-09-03T11:38:00.258Z,63.110
2025-09-03T11:38:00.289Z,60.076
2025-09-03T11:38:00.305Z,66.317
2025-09-03T11:38:00.338Z,63.156
2025-09-03T11:38:00.353Z,65.279
2025-09-03T11:38:00.385Z,62.336
2025-09-03T11:38:00.405Z,62.539
2025-09-03T11:38:00.433Z,61.040
2025-09-03T11:38:00.464Z,65.751
2025-09-03T11:38:00.466Z,62.493
2025-09-03T11:38:00.502Z,62.714
2025-09-03T11:38:00.513Z,64.144
2025-09-03T11:38:00.545Z,60.379
2025-09-03T11:38:00.561Z,63.214
2025-09-03T11:38:00.593Z,62.365
2025-09-03T11:38:00.610Z,60.434
2025-09-03T11:38:00.642Z,63.377
2025-09-03T11:38:00.657Z,61.351
2025-09-03T11:38:00.690Z,63.259
2025-09-03T11:38:00.706Z,56.737
2025-09-03T11:38:00.721Z,62.247
2025-09-03T11:38:00.753Z,65.260
2025-09-03T11:38:00.770Z,61.799
2025-09-03T11:38:00.802Z,64.739
2025-09-03T11:38:00.817Z,64.464
2025-09-03T11:38:00.849Z,62.701
2025-09-03T11:38:00.865Z,63.676
2025-09-03T11:38:00.898Z,64.540
2025-09-03T11:38:00.913Z,63.624
2025-09-03T11:38:00.945Z,62.257
2025-09-03T11:38:00.962Z,58.627
2025-09-03T11:38:00.978Z,59.590
2025-09-03T11:38:01.010Z,63.049
2025-09-03T11:38:01.026Z,65.029
2025-09-03T11:38:01.057Z,63.914
2025-09-03T11:38:01.074Z,62.964
2025-09-03T11:38:01.105Z,63.491
2025-09-03T11:38:01.121Z,61.423
2025-09-03T11:38:01.153Z,64.353
2025-09-03T11:38:01.170Z,65.899
2025-09-03T11:38:01.185Z,63.962
2025-09-03T11:38:01.217Z,58.815
2025-09-03T11:38:01.234Z,62.130
2025-09-03T11:38:01.265Z,64.545
2025-09-03T11:38:01.282Z,65.897
2025-09-03T11:38:01.314Z,63.607
2025-09-03T11:38:01.329Z,61.700
2025-09-03T11:38:01.362Z,62.770
2025-09-03T11:38:01.378Z,64.188
2025-09-03T11:38:01.410Z,64.953
2025-09-03T11:38:01.425Z,64.570
2025-09-03T11:38:01.442Z,62.430
2025-09-03T11:38:01.473Z,64.545
2025-09-03T11:38:01.489Z,60.556
2025-09-03T11:38:01.522Z,62.811
2025-09-03T11:38:01.538Z,63.639
2025-09-03T11:38:01.569Z,62.327
2025-09-03T11:38:01.585Z,60.590
2025-09-03T11:38:01.617Z,64.592
2025-09-03T11:38:01.633Z,64.520
2025-09-03T11:38:01.665Z,64.209
2025-09-03T11:38:01.681Z,62.712
2025-09-03T11:38:01.697Z,65.050
2025-09-03T11:38:01.729Z,63.667
2025-09-03T11:38:01.745Z,63.840
2025-09-03T11:38:01.778Z,63.443
2025-09-03T11:38:01.793Z,63.309
2025-09-03T11:38:01.825Z,63.252
